canonical_id,raw_variants,n_variants,total_count,median_unit_price_by_variant,max_variant_price_gap,warning
cb_atlas_tan_la_vida_city,cb atlas'tan la vida city,1,3,"{""cb atlas'tan la vida city"": 40000.0}",0.0,
cayirkoy_premiumda,kocaeli izmit cayirkoy premiumda site,1,1,"{""kocaeli izmit cayirkoy premiumda site"": 50740.74}",0.0,
ogretmenler,ogretmenler sitesi,1,4,"{""ogretmenler sitesi"": 27419.915}",0.0,
ugur,ugur sitesi,1,1,"{""ugur sitesi"": 29090.91}",0.0,
burcin,burcin sitesi,1,2,"{""burcin sitesi"": 28532.02}",0.0,
efdal_mai,efdal mai evleri,1,4,"{""efdal mai evleri"": 44935.91}",0.0,
sea_life_41,izmit sea life 41 sitesi | sea life 41 sitesi,2,2,"{""izmit sea life 41 sitesi"": 48333.33, ""sea life 41 sitesi"": 59217.88}",10884.549999999996,possible_bad_merge
gokce,gokce sitesi,1,4,"{""gokce sitesi"": 47978.57}",0.0,
iremkent,iremkent sitesi,1,2,"{""iremkent sitesi"": 21331.910000000003}",0.0,
remax_dream_den_plaj_yolunda,remax dream'den plaj yolunda site,1,1,"{""remax dream'den plaj yolunda site"": 45833.33}",0.0,
kurucesme_fatih_mahallesi,kurucesme fatih mahallesi site,1,1,"{""kurucesme fatih mahallesi site"": 29583.33}",0.0,
onur,onur sitesi,1,2,"{""onur sitesi"": 26057.690000000002}",0.0,
solin,solin konutlari,1,3,"{""solin konutlari"": 36923.08}",0.0,
kurucesmenin_ustu,izmit kurucesmenin ustu site,1,1,"{""izmit kurucesmenin ustu site"": 60000.0}",0.0,
ozgur,ozgur sitesi,1,4,"{""ozgur sitesi"": 23994.705}",0.0,
vista,vista evleri,1,2,"{""vista evleri"": 34057.11}",0.0,
cumhuriyet,cumhuriyet sitesi,1,3,"{""cumhuriyet sitesi"": 24166.67}",0.0,
plajyolu_avangard,plajyolu avangard projesi,1,1,"{""plajyolu avangard projesi"": 62416.67}",0.0,
remax_plaj_yolu_deniz_manzarali,remax plaj yolu deniz manzarali site,1,1,"{""remax plaj yolu deniz manzarali site"": 62416.67}",0.0,
vera_house_1,vera house 1 sitesi,1,3,"{""vera house 1 sitesi"": 39100.0}",0.0,
yelken_park,yelken park evleri,1,2,"{""yelken park evleri"": 39754.9}",0.0,
emniyetciler,emniyetciler sitesi,1,3,"{""emniyetciler sitesi"": 25000.0}",0.0,
zorlu,zorlu sitesi,1,2,"{""zorlu sitesi"": 23363.095}",0.0,
tanyildiz_izmit_kurucesme_butik,tanyildiz-izmit/kurucesme butik site,1,1,"{""tanyildiz-izmit/kurucesme butik site"": 39047.62}",0.0,
balaban_yuksel,balaban yuksel sitesi,1,2,"{""balaban yuksel sitesi"": 25434.78}",0.0,
plajyolunda,izmit plajyolunda site | plajyolunda site,2,2,"{""plajyolunda site"": 63571.43, ""izmit plajyolunda site"": 73529.41}",9957.980000000003,possible_bad_merge
erdagi,erdagi sitesi,1,1,"{""erdagi sitesi"": 55913.98}",0.0,
la_vida_park,la vida park evleri,1,1,"{""la vida park evleri"": 59600.0}",0.0,
turkoz,turkoz sitesi,1,2,"{""turkoz sitesi"": 56742.425}",0.0,
seka_akgun,seka akgun sitesi,1,1,"{""seka akgun sitesi"": 22307.69}",0.0,
onur_siteleri,onur siteleri,1,1,"{""onur siteleri"": 22857.14}",0.0,
kurucesme_oluklu,kurucesme oluklu sitesi,1,1,"{""kurucesme oluklu sitesi"": 25923.08}",0.0,
sifir_sirintepe_sea_life,sifir satilik izmit sirintepe sea life,1,1,"{""sifir satilik izmit sirintepe sea life"": 47916.67}",0.0,
sogucak,sogucak evleri,1,1,"{""sogucak evleri"": 72222.22}",0.0,
tarcanlardan_kurucesmede,tarcanlardan kurucesmede site,1,1,"{""tarcanlardan kurucesmede site"": 42941.18}",0.0,
uygun,uygun sitesi,1,1,"{""uygun sitesi"": 38716.81}",0.0,
cinar_vadisi_konaklari,cinar vadisi konaklari,1,1,"{""cinar vadisi konaklari"": 45833.33}",0.0,
feza,feza sitesi,1,2,"{""feza sitesi"": 24073.075}",0.0,
erim,erim sitesi,1,1,"{""erim sitesi"": 26400.0}",0.0,
dostluk_6,dostluk 6 sitesi,1,1,"{""dostluk 6 sitesi"": 28148.15}",0.0,
plajyolunun_en_prestijli,plajyolunun en prestijli sitesi,1,1,"{""plajyolunun en prestijli sitesi"": 51200.0}",0.0,
deniz_manzarali,deniz manzarali site,1,1,"{""deniz manzarali site"": 39400.0}",0.0,
kurucesme_deniz_manzarali,izmit kurucesme deniz manzarali site | kurucesme deniz manzarali site,2,2,"{""kurucesme deniz manzarali site"": 31814.81, ""izmit kurucesme deniz manzarali site"": 32500.0}",685.1899999999987,
akar,akar sitesi,1,2,"{""akar sitesi"": 29629.765}",0.0,
ates,ates sitesi,1,1,"{""ates sitesi"": 27083.33}",0.0,
rbs_yasam,rbs yasam sitesi,1,1,"{""rbs yasam sitesi"": 33010.2}",0.0,
plajyolu,plajyolu site,1,1,"{""plajyolu site"": 38461.54}",0.0,
baris_sitesi_2,baris sitesi 2,1,1,"{""baris sitesi 2"": 25518.52}",0.0,
plajyolu_bozdag,plajyolu bozdag sitesi,1,1,"{""plajyolu bozdag sitesi"": 46733.67}",0.0,
sahilkent,sahilkent sitesi,1,1,"{""sahilkent sitesi"": 40460.53}",0.0,
turkoz_insaat_plajyolu_bozdag,turkoz insaat plajyolu bozdag sitesi,1,2,"{""turkoz insaat plajyolu bozdag sitesi"": 62805.535}",0.0,
altinevler,altinevler sitesi,1,1,"{""altinevler sitesi"": 60833.33}",0.0,
golden_park,golden park evleri,1,5,"{""golden park evleri"": 38372.09}",0.0,
dunya_bankasi_konutlari_23_ada,dunya bankasi konutlari 23. ada,1,1,"{""dunya bankasi konutlari 23. ada"": 36470.59}",0.0,
izmitkent_konutlari_2,izmitkent konutlari 2 sitesi | izmitkent konutlari 2. etap,2,9,"{""izmitkent konutlari 2. etap"": 39173.67, ""izmitkent konutlari 2 sitesi"": 39117.65}",56.0199999999968,
yesilova_merkezi_yerde_karpay,yesilova merkezi yerde karpay rezidans,1,1,"{""yesilova merkezi yerde karpay rezidans"": 45333.33}",0.0,
sehrin_yildizi,sehrin yildizi sitesi,1,1,"{""sehrin yildizi sitesi"": 44545.45}",0.0,
izmitkent_konutlari_3,izmitkent konutlari 3. etap,1,17,"{""izmitkent konutlari 3. etap"": 41764.71}",0.0,
akcakoca,akcakoca konutlari | izmit akcakoca konutlari,2,10,"{""akcakoca konutlari"": 29166.67, ""izmit akcakoca konutlari"": 32695.65}",3528.980000000003,
full_esyali,full esyali rezidans,1,2,"{""full esyali rezidans"": 76119.4}",0.0,
oluklu_bagcesme,oluklu bagcesme evleri,1,4,"{""oluklu bagcesme evleri"": 41428.57}",0.0,
dunya_bankasi_konutlari_18_ada,dunya bankasi konutlari 18. ada,1,1,"{""dunya bankasi konutlari 18. ada"": 35555.56}",0.0,
izmitkent_konutlari_5,izmitkent konutlari 5. etap,1,10,"{""izmitkent konutlari 5. etap"": 41617.645000000004}",0.0,
erenler_cedit,erenler cedit konutlari | erenler cedit konutlari sitesi,2,4,"{""erenler cedit konutlari"": 47600.0, ""erenler cedit konutlari sitesi"": 39966.67}",7633.330000000002,
hanife_sultan,hanife sultan sitesi,1,2,"{""hanife sultan sitesi"": 52344.990000000005}",0.0,
yelkent_alfa,yelkent alfa residence,1,3,"{""yelkent alfa residence"": 66964.29}",0.0,
dorukkent,dorukkent sitesi,1,7,"{""dorukkent sitesi"": 35880.0}",0.0,
remax_dream_dunya_bankasi,remax dream dunya bankasi konutlari,1,1,"{""remax dream dunya bankasi konutlari"": 35263.16}",0.0,
truva,izmit truva rezidans | truva residence,2,5,"{""truva residence"": 49090.91, ""izmit truva rezidans"": 41025.64}",8065.270000000004,possible_bad_merge
gundogdu_dorukkent1,gundogdu dorukkent1 sitesi,1,1,"{""gundogdu dorukkent1 sitesi"": 43200.0}",0.0,
kent_konutlari_2,izmit kent konutlari 2. etap,1,9,"{""izmit kent konutlari 2. etap"": 40909.09}",0.0,
tavsantepe_toki,izmit tavsantepe toki konutlari,1,4,"{""izmit tavsantepe toki konutlari"": 29200.0}",0.0,
dunya_bankasi_konutlari_2_ada,dunya bankasi konutlari 2. ada,1,1,"{""dunya bankasi konutlari 2. ada"": 37222.22}",0.0,
bagtepe,bagtepe evleri,1,1,"{""bagtepe evleri"": 55625.0}",0.0,
tadu_concept,tadu concept residence,1,4,"{""tadu concept residence"": 50714.285}",0.0,
dunya_bankasi_konutlari_27_ada,dunya bankasi konutlari 27. ada,1,1,"{""dunya bankasi konutlari 27. ada"": 35111.11}",0.0,
celik_ay_dan_yesilova_zumra,celik-ay'dan yesilova zumra sit,1,1,"{""celik-ay'dan yesilova zumra sit"": 41444.44}",0.0,
lilyum_park_2,lilyum park 2 evleri,1,1,"{""lilyum park 2 evleri"": 51428.57}",0.0,
bayindirlik,bayindirlik konutlari,1,3,"{""bayindirlik konutlari"": 35909.09}",0.0,
full_esyali_hazir_kiracili_son,full esyali hazir kiracili son satilik rezidans,1,1,"{""full esyali hazir kiracili son satilik rezidans"": 43333.33}",0.0,
diamond_prestige_2,diamond prestige 2,1,11,"{""diamond prestige 2"": 48888.89}",0.0,
vadikent,vadikent konutlari,1,1,"{""vadikent konutlari"": 48823.53}",0.0,
akcakoca_universite,akcakoca universite evleri,1,1,"{""akcakoca universite evleri"": 29130.43}",0.0,
dunya_bankasi_konutlari_3_ada,dunya bankasi konutlari 3. ada,1,1,"{""dunya bankasi konutlari 3. ada"": 31315.79}",0.0,
dunya_bankasi_konutlari_24_ada,dunya bankasi konutlari 24. ada,1,1,"{""dunya bankasi konutlari 24. ada"": 36388.89}",0.0,
dunya_bankasi_konutlari_14_ada,dunya bankasi konutlari 14. ada,1,1,"{""dunya bankasi konutlari 14. ada"": 42941.18}",0.0,
maykon_smart_plus,maykon smart plus evleri,1,6,"{""maykon smart plus evleri"": 46153.845}",0.0,
mega,mega residence,1,4,"{""mega residence"": 41139.24}",0.0,
kent,izmit kent | izmit merkez kent,2,6,"{""izmit kent"": 31428.57, ""izmit merkez kent"": 26000.0}",5428.57,
izmit_te_akcakent,izmit'te akcakent sitesi,1,1,"{""izmit'te akcakent sitesi"": 28750.0}",0.0,
dunya_bankasi_konutlari_9_ada,dunya bankasi konutlari 9. ada,1,1,"{""dunya bankasi konutlari 9. ada"": 35263.16}",0.0,
kardelen,kardelen sitesi,1,5,"{""kardelen sitesi"": 32300.88}",0.0,
invest_global_den_yesilova_alfa,invest global'den yesilova alfa rezidans,1,1,"{""invest global'den yesilova alfa rezidans"": 69090.91}",0.0,
dunya_bankasi_sitesi_30_ada,dunya bankasi sitesi - 30. ada,1,1,"{""dunya bankasi sitesi - 30. ada"": 34476.19}",0.0,
alan_park,alan park evleri | alan park evleri sitesi,2,5,"{""alan park evleri"": 36363.64, ""alan park evleri sitesi"": 31256.870000000003}",5106.769999999997,
yesilova_mah,yesilova mah. site,1,1,"{""yesilova mah. site"": 63000.0}",0.0,
vega,vega residence,1,1,"{""vega residence"": 56666.67}",0.0,
oluklu_ozon,oluklu ozon sitesi,1,2,"{""oluklu ozon sitesi"": 55113.634999999995}",0.0,
natural,natural izmit,1,1,"{""natural izmit"": 49615.38}",0.0,
dunya_bankasi_konutlari_17_ada,dunya bankasi konutlari 17. ada,1,1,"{""dunya bankasi konutlari 17. ada"": 36111.11}",0.0,
huzur,huzur sitesi,1,1,"{""huzur sitesi"": 42962.96}",0.0,
sudeks_bagcesme,sudeks bagcesme konutlari,1,1,"{""sudeks bagcesme konutlari"": 47142.86}",0.0,
dunya_bankasi,dunya bankasi konutlari,1,2,"{""dunya bankasi konutlari"": 35235.295}",0.0,
fnd_smart_side,fnd smart side,1,1,"{""fnd smart side"": 51666.67}",0.0,
liya,liya residence,1,1,"{""liya residence"": 50000.0}",0.0,
ata,ata sitesi,1,1,"{""ata sitesi"": 60416.67}",0.0,
dunya_bankasi_konutlari_21_ada,dunya bankasi konutlari 21. ada,1,1,"{""dunya bankasi konutlari 21. ada"": 38888.89}",0.0,
loca_bagcesme,loca bagcesme sitesi,1,1,"{""loca bagcesme sitesi"": 44117.65}",0.0,
remax_dream_avenue,remax dream avenue rezidans,1,1,"{""remax dream avenue rezidans"": 51666.67}",0.0,
campus_istanbul,campus istanbul,1,3,"{""campus istanbul"": 54000.0}",0.0,
avenue,avenue residence,1,1,"{""avenue residence"": 52307.69}",0.0,
kvs_royal,kvs royal residence,1,1,"{""kvs royal residence"": 52500.0}",0.0,
karpay,izmit karpay rezidans,1,1,"{""izmit karpay rezidans"": 57894.74}",0.0,
remax_exclusiveden_avenue,remax exclusiveden avenue rezidans,1,1,"{""remax exclusiveden avenue rezidans"": 42666.67}",0.0,
akcakent_2,akcakent 2 sitesi,1,9,"{""akcakent 2 sitesi"": 42272.73}",0.0,
tuana,tuana evleri | tuana sitesi,2,10,"{""tuana evleri"": 45689.66, ""tuana sitesi"": 40526.32}",5163.340000000004,
tuana_evleri_2,tuana evleri 2,1,15,"{""tuana evleri 2"": 59047.62}",0.0,
bagcesme_modern,bagcesme modern | bagcesme modern evleri,2,7,"{""bagcesme modern evleri"": 50000.0, ""bagcesme modern"": 51303.03}",1303.0299999999988,
vesta_park,vesta park sitesi,1,6,"{""vesta park sitesi"": 45357.145000000004}",0.0,
akcakent_1,akcakent 1 konutlari,1,5,"{""akcakent 1 konutlari"": 43055.56}",0.0,
elit_kirk_bir,elit kirk bir sitesi,1,1,"{""elit kirk bir sitesi"": 63105.26}",0.0,
ufuk,ufuk sitesi,1,2,"{""ufuk sitesi"": 30916.67}",0.0,
tuana_evleri_3,tuana evleri 3,1,11,"{""tuana evleri 3"": 58455.88}",0.0,
hanzade,hanzade evleri,1,1,"{""hanzade evleri"": 50588.24}",0.0,
masiva_kozluk,masiva kozluk | masiva kozluk projesi,2,2,"{""masiva kozluk"": 47159.09, ""masiva kozluk projesi"": 47812.5}",653.4100000000035,
yuvam_turgut_toplu,yuvam turgut toplu konutlari,1,10,"{""yuvam turgut toplu konutlari"": 33466.66}",0.0,
ozyapi,ozyapi sitesi,1,1,"{""ozyapi sitesi"": 21583.33}",0.0,
karabas_mah_kent,izmit karabas mah. kent,1,1,"{""izmit karabas mah. kent"": 32727.27}",0.0,
anadolu,anadolu evleri | anadolu sitesi,2,4,"{""anadolu evleri"": 25000.0, ""anadolu sitesi"": 34709.68}",9709.68,possible_bad_merge
sehr_i_naz,sehr-i naz evleri,1,2,"{""sehr-i naz evleri"": 46416.665}",0.0,
umutkent,umutkent konutlari | umutkent konutlari sitesi,2,3,"{""umutkent konutlari"": 48574.975, ""umutkent konutlari sitesi"": 54285.71}",5710.735000000001,
lavinya_park,lavinya park evleri,1,1,"{""lavinya park evleri"": 50833.33}",0.0,
hatipoglu,hatipoglu sitesi,1,3,"{""hatipoglu sitesi"": 37244.9}",0.0,
yahya_kaptan,yahya kaptan konutlari | yahya kaptan konutlari sitesi,2,10,"{""yahya kaptan konutlari"": 44778.14, ""yahya kaptan konutlari sitesi"": 48522.22}",3744.0800000000017,
gulacti_deniz_konaklari_2,gulacti deniz konaklari 2. etap,1,1,"{""gulacti deniz konaklari 2. etap"": 31783.78}",0.0,
saray_evleri_anemon,saray evleri anemon sitesi,1,7,"{""saray evleri anemon sitesi"": 63888.89}",0.0,
seka_memur,seka memur evleri,1,1,"{""seka memur evleri"": 30384.62}",0.0,
osmanli_konaklari,osmanli konaklari,1,1,"{""osmanli konaklari"": 36879.43}",0.0,
yelkent,yelkent konutlari,1,1,"{""yelkent konutlari"": 31250.0}",0.0,
armadakent_5,armadakent 5. etap,1,3,"{""armadakent 5. etap"": 67681.82}",0.0,
asrin_saraylari_2,asrin saraylari 2,1,3,"{""asrin saraylari 2"": 42222.22}",0.0,
akdora,akdora sitesi,1,1,"{""akdora sitesi"": 36428.57}",0.0,
flora_park,flora park,1,2,"{""flora park"": 70320.51000000001}",0.0,
yahyakaptan_armada_kent,yahyakaptan armada kent,1,1,"{""yahyakaptan armada kent"": 78620.69}",0.0,
armadakent_4,armadakent 4. etap,1,1,"{""armadakent 4. etap"": 66428.57}",0.0,
gulacti_deniz_konaklari,gulacti deniz konaklari sitesi,1,2,"{""gulacti deniz konaklari sitesi"": 43517.854999999996}",0.0,
seka,seka sitesi,1,1,"{""seka sitesi"": 20760.0}",0.0,
menekse_yasamkent,menekse yasamkent sitesi,1,1,"{""menekse yasamkent sitesi"": 74193.55}",0.0,
dikkat_emlak_tan_yenisehir_mh,dikkat emlak'tan yenisehir mh. site,1,1,"{""dikkat emlak'tan yenisehir mh. site"": 32857.14}",0.0,
yasam,yasam evleri | yasam sitesi,2,2,"{""yasam sitesi"": 52500.0, ""yasam evleri"": 25000.0}",27500.0,possible_bad_merge
armakent_4,armakent 4. etap,1,1,"{""armakent 4. etap"": 70564.52}",0.0,
listing_portal_havuz_ve_vadi,listing_portal havuz ve vadi,1,1,"{""listing_portal havuz ve vadi"": 38888.89}",0.0,
armadakent_1,armadakent 1. etap,1,1,"{""armadakent 1. etap"": 89062.5}",0.0,
merkezkent,merkezkent sitesi,1,5,"{""merkezkent sitesi"": 41052.63}",0.0,
meric,meric sitesi,1,2,"{""meric sitesi"": 29669.42}",0.0,
gazanferkent_konaklari,gazanferkent konaklari | gazanferkent konaklari sitesi,2,10,"{""gazanferkent konaklari"": 32857.14, ""gazanferkent konaklari sitesi"": 30000.0}",2857.1399999999994,
altinkent,altinkent sitesi | basiskele altinkent site,2,2,"{""altinkent sitesi"": 36206.9, ""basiskele altinkent site"": 36153.85}",53.05000000000291,
karamursel,karamursel merkez konutlari,1,1,"{""karamursel merkez konutlari"": 41555.56}",0.0,
kardesten_kayacik_ta,kardesten kayacik'ta site,1,1,"{""kardesten kayacik'ta site"": 32142.86}",0.0,
bagdat,bagdat sitesi,1,1,"{""bagdat sitesi"": 37500.0}",0.0,
karamursel_park,karamursel park,1,1,"{""karamursel park"": 25909.09}",0.0,
karamursel_pinarbasi,karamursel pinarbasi sit,1,1,"{""karamursel pinarbasi sit"": 23333.33}",0.0,
saka,saka sitesi,1,1,"{""saka sitesi"": 47523.81}",0.0,
kolayli_2,kolayli 2 sitesi,1,2,"{""kolayli 2 sitesi"": 57031.58}",0.0,
kolayli_4,kolayli 4 sitesi,1,1,"{""kolayli 4 sitesi"": 44117.65}",0.0,
bahcelievler,bahcelievler sitesi,1,1,"{""bahcelievler sitesi"": 31666.67}",0.0,
demircan,demircan sitesi,1,1,"{""demircan sitesi"": 23333.33}",0.0,
pera_park,pera park evleri,1,1,"{""pera park evleri"": 38518.52}",0.0,
yesilkent_kalici,basiskele yesilkent kalici konutlari | yesilkent kalici konutlari,2,3,"{""basiskele yesilkent kalici konutlari"": 29125.0, ""yesilkent kalici konutlari"": 32083.33}",2958.3300000000017,
marmara_elit,marmara elit evleri sitesi,1,3,"{""marmara elit evleri sitesi"": 31250.0}",0.0,
kullar_tepecik_de,basiskele kullar tepecik de site,1,1,"{""basiskele kullar tepecik de site"": 38952.38}",0.0,
evimiz_kocaeli,evimiz kocaeli | evimiz kocaeli sitesi,2,20,"{""evimiz kocaeli"": 43212.25, ""evimiz kocaeli sitesi"": 49278.759999999995}",6066.509999999995,
