raw_name,proposed_canonical_id,reason,frequency,mean_residual,needs_manual_review,mean_price,median_price
tarcanlardan kurucesmede site,tarcanlardan_kurucesmede,low_freq_kept_separate_review,1,,True,,
Uygun Sitesi,uygun,low_freq_kept_separate_review,1,,True,,
Çınar Vadisi Konakları,cinar_vadisi_konaklari,low_freq_kept_separate_review,1,,True,,
Feza Sitesi,feza,low_freq_kept_separate_review,2,,True,,
Erim Sitesi,erim,low_freq_kept_separate_review,1,,True,,
Dostluk 6 Sitesi,dostluk_6,low_freq_kept_separate_review,1,,True,,
plajyolunun en prestijli sitesi,plajyolunun_en_prestijli,low_freq_kept_separate_review,1,,True,,
deniz manzarali site,deniz_manzarali,low_freq_kept_separate_review,1,,True,,
kurucesme deniz manzarali site,kurucesme_deniz_manzarali,low_freq_kept_separate_review,2,,True,,
Akar Sitesi,akar,low_freq_kept_separate_review,2,,True,,
Ateş Sitesi,ates,low_freq_kept_separate_review,1,,True,,
RBS Yaşam Sitesi,rbs_yasam,low_freq_kept_separate_review,1,,True,,
plajyolu site,plajyolu,low_freq_kept_separate_review,1,,True,,
Feza Sitesi,feza,low_freq_kept_separate_review,2,,True,,
Barış Sitesi 2,baris_sitesi_2,low_freq_kept_separate_review,1,,True,,
plajyolu bozdag sitesi,plajyolu_bozdag,low_freq_kept_separate_review,1,,True,,
Burçin Sitesi,burcin,low_freq_kept_separate_review,2,,True,,
Sahilkent Sitesi,sahilkent,low_freq_kept_separate_review,1,,True,,
turkoz insaat plajyolu bozdag sitesi,turkoz_insaat_plajyolu_bozdag,low_freq_kept_separate_review,2,,True,,
Altınevler Sitesi,altinevler,low_freq_kept_separate_review,1,,True,,
Dünya Bankası Konutları 23. Ada,dunya_bankasi_konutlari_23_ada,low_freq_kept_separate_review,1,,True,,
yesilova merkezi yerde karpay rezidans,yesilova_merkezi_yerde_karpay,low_freq_kept_separate_review,1,,True,,
Şehrin Yıldızı Sitesi,sehrin_yildizi,low_freq_kept_separate_review,1,,True,,
full esyali rezidans,full,low_freq_kept_separate_review,2,,True,,
Dünya Bankası Konutları 18. Ada,dunya_bankasi_konutlari_18_ada,low_freq_kept_separate_review,1,,True,,
Hanife Sultan Sitesi,hanife_sultan,low_freq_kept_separate_review,2,,True,,
remax dream dunya bankasi konutlari,remax_dream_dunya_bankasi,low_freq_kept_separate_review,1,,True,,
gundogdu dorukkent1 sitesi,gundogdu_dorukkent1,low_freq_kept_separate_review,1,,True,,
Dünya Bankası Konutları 2. Ada,dunya_bankasi_konutlari_2_ada,low_freq_kept_separate_review,1,,True,,
Bağtepe Evleri,bagtepe,low_freq_kept_separate_review,1,,True,,
Dünya Bankası Konutları 27. Ada,dunya_bankasi_konutlari_27_ada,low_freq_kept_separate_review,1,,True,,
celik-ay'dan yesilova zumra sit,celik_ay_dan_yesilova_zumra,low_freq_kept_separate_review,1,,True,,
Lilyum Park 2 Evleri,lilyum_park_2,low_freq_kept_separate_review,1,,True,,
full esyali hazir kiracili son satilik rezidans,full_hazir_kiracili_son,low_freq_kept_separate_review,1,,True,,
Vadikent Konutları,vadikent,low_freq_kept_separate_review,1,,True,,
Akçakoca Üniversite Evleri,akcakoca_universite,low_freq_kept_separate_review,1,,True,,
Dünya Bankası Konutları 3. Ada,dunya_bankasi_konutlari_3_ada,low_freq_kept_separate_review,1,,True,,
Dünya Bankası Konutları 24. Ada,dunya_bankasi_konutlari_24_ada,low_freq_kept_separate_review,1,,True,,
Dünya Bankası Konutları 14. Ada,dunya_bankasi_konutlari_14_ada,low_freq_kept_separate_review,1,,True,,
izmit kent,panoramakent,near_dict_not_merged_conservative,6,,True,,
izmit kent,bahcekent_konutlari,near_dict_not_merged_conservative,6,,True,,
izmit kent,kirazli_kent,near_dict_not_merged_conservative,6,,True,,
izmit kent,zeraykent_yuvacik,near_dict_not_merged_conservative,6,,True,,
izmit'te akcakent sitesi,izmit_te_akcakent,low_freq_kept_separate_review,1,,True,,
vadi residence,ritim_vadi_evleri,near_dict_not_merged_conservative,16,,True,,
Dünya Bankası Konutları 9. Ada,dunya_bankasi_konutlari_9_ada,low_freq_kept_separate_review,1,,True,,
invest global'den yesilova alfa rezidans,invest_global_den_yesilova_alfa,low_freq_kept_separate_review,1,,True,,
Dünya Bankası Sitesi - 30. Ada,dunya_bankasi_sitesi_30_ada,low_freq_kept_separate_review,1,,True,,
yesilova mah. site,yesilova_mah,low_freq_kept_separate_review,1,,True,,
Vega Residence,vega,low_freq_kept_separate_review,1,,True,,
Oluklu Özön Sitesi,oluklu_ozon,low_freq_kept_separate_review,2,,True,,
Oluklu Özon Sitesi,oluklu_ozon,low_freq_kept_separate_review,2,,True,,
Natural İzmit,natural,low_freq_kept_separate_review,1,,True,,
Dünya Bankası Konutları 17. Ada,dunya_bankasi_konutlari_17_ada,low_freq_kept_separate_review,1,,True,,
Huzur Sitesi,huzur,low_freq_kept_separate_review,1,,True,,
Sudeks Bağçeşme Konutları,sudeks_bagcesme,low_freq_kept_separate_review,1,,True,,
Dünya Bankası Konutları,dunya_bankasi,low_freq_kept_separate_review,2,,True,,
FND Smart Side,fnd_smart_side,low_freq_kept_separate_review,1,,True,,
liya residence,liya,low_freq_kept_separate_review,1,,True,,
Ata Sitesi,ata,low_freq_kept_separate_review,1,,True,,
Dünya Bankası Konutları 21. Ada,dunya_bankasi_konutlari_21_ada,low_freq_kept_separate_review,1,,True,,
izmit kent,panoramakent,near_dict_not_merged_conservative,6,,True,,
izmit kent,bahcekent_konutlari,near_dict_not_merged_conservative,6,,True,,
izmit kent,kirazli_kent,near_dict_not_merged_conservative,6,,True,,
izmit kent,zeraykent_yuvacik,near_dict_not_merged_conservative,6,,True,,
Loca Bağçeşme Sitesi,loca_bagcesme,low_freq_kept_separate_review,1,,True,,
remax dream avenue rezidans,remax_dream_avenue,low_freq_kept_separate_review,1,,True,,
Vadi Residence,ritim_vadi_evleri,near_dict_not_merged_conservative,16,,True,,
dunya bankasi konutlari,dunya_bankasi,low_freq_kept_separate_review,2,,True,,
Avenue Residence,avenue,low_freq_kept_separate_review,1,,True,,
KVS Royal Residence,kvs_royal,low_freq_kept_separate_review,1,,True,,
full esyali rezidans,full,low_freq_kept_separate_review,2,,True,,
izmit karpay rezidans,karpay,low_freq_kept_separate_review,1,,True,,
remax exclusiveden avenue rezidans,remax_exclusiveden_avenue,low_freq_kept_separate_review,1,,True,,
izmit kent,panoramakent,near_dict_not_merged_conservative,6,,True,,
izmit kent,bahcekent_konutlari,near_dict_not_merged_conservative,6,,True,,
izmit kent,kirazli_kent,near_dict_not_merged_conservative,6,,True,,
izmit kent,zeraykent_yuvacik,near_dict_not_merged_conservative,6,,True,,
Elit Kırk Bir Sitesi,elit_kirk_bir,low_freq_kept_separate_review,1,,True,,
Ufuk Sitesi,ufuk,low_freq_kept_separate_review,2,,True,,
Hanzade Evlerı,hanzade,low_freq_kept_separate_review,1,,True,,
Masiva Kozluk,masiva_kozluk,low_freq_kept_separate_review,2,,True,,
Özyapı Sitesi,ozyapi,low_freq_kept_separate_review,1,,True,,
izmit karabas mah. kent,karabas_mah_kent,low_freq_kept_separate_review,1,,True,,
izmit kent,panoramakent,near_dict_not_merged_conservative,6,,True,,
izmit kent,bahcekent_konutlari,near_dict_not_merged_conservative,6,,True,,
izmit kent,kirazli_kent,near_dict_not_merged_conservative,6,,True,,
izmit kent,zeraykent_yuvacik,near_dict_not_merged_conservative,6,,True,,
izmit merkez kent,panoramakent,near_dict_not_merged_conservative,6,,True,,
izmit merkez kent,bahcekent_konutlari,near_dict_not_merged_conservative,6,,True,,
izmit merkez kent,kirazli_kent,near_dict_not_merged_conservative,6,,True,,
izmit merkez kent,zeraykent_yuvacik,near_dict_not_merged_conservative,6,,True,,
Şehr-i Naz Evleri,sehr_i_naz,low_freq_kept_separate_review,2,,True,,
Şehr-i Naz Evleri,sehr_i_naz,low_freq_kept_separate_review,2,,True,,
Lavinya Park Evleri,lavinya_park,low_freq_kept_separate_review,1,,True,,
Gülaçtı Deniz Konakları 2. Etap,gulacti_deniz_konaklari_2,low_freq_kept_separate_review,1,,True,,
seka memur evleri,seka_memur,low_freq_kept_separate_review,1,,True,,
Vadi İzmit Sitesi,ritim_vadi_evleri,near_dict_not_merged_conservative,16,,True,,
Osmanlı Konakları,osmanli_konaklari,low_freq_kept_separate_review,1,,True,,
Vadi İzmit Sitesi,ritim_vadi_evleri,near_dict_not_merged_conservative,16,,True,,
Yelkent Konutları,yelkent,low_freq_kept_separate_review,1,,True,,
Akdora Sitesi,akdora,low_freq_kept_separate_review,1,,True,,
Flora Park,flora_park,low_freq_kept_separate_review,2,,True,,
Vadi İzmit Sitesi,ritim_vadi_evleri,near_dict_not_merged_conservative,16,,True,,
yahyakaptan armada kent,yahyakaptan_armada_kent,low_freq_kept_separate_review,1,,True,,
Vadi İzmit Sitesi,ritim_vadi_evleri,near_dict_not_merged_conservative,16,,True,,
Armadakent 4. Etap,armadakent_4,low_freq_kept_separate_review,1,,True,,
Vadi İzmit Sitesi,ritim_vadi_evleri,near_dict_not_merged_conservative,16,,True,,
Gülaçtı Deniz Konakları Sitesi,gulacti_deniz_konaklari,low_freq_kept_separate_review,2,,True,,
Seka Sitesi,seka,low_freq_kept_separate_review,1,,True,,
Vadi İzmit Sitesi,ritim_vadi_evleri,near_dict_not_merged_conservative,16,,True,,
Menekşe Yaşamkent Sitesi,menekse_yasamkent,low_freq_kept_separate_review,1,,True,,
dikkat emlak'tan yenisehir mh. site,dikkat_emlak_tan_yenisehir_mh,low_freq_kept_separate_review,1,,True,,
Yaşam Sitesi,yasam,low_freq_kept_separate_review,2,,True,,
Flora Park,flora_park,low_freq_kept_separate_review,2,,True,,
Armakent 4. Etap,armakent_4,low_freq_kept_separate_review,1,,True,,
Vadi İzmit Sitesi,ritim_vadi_evleri,near_dict_not_merged_conservative,16,,True,,
Gülaçtı Deniz Konakları Sitesi,gulacti_deniz_konaklari,low_freq_kept_separate_review,2,,True,,
Vadi İzmit Sitesi,ritim_vadi_evleri,near_dict_not_merged_conservative,16,,True,,
listing_portal havuz ve vadi,listing_portal_havuz_ve_vadi,low_freq_kept_separate_review,1,,True,,
Armadakent 1. Etap,armadakent_1,low_freq_kept_separate_review,1,,True,,
Meriç Sitesi,meric,low_freq_kept_separate_review,2,,True,,
Altınkent Sitesi,altinkent,low_freq_kept_separate_review,2,,True,,
Karamürsel Merkez Konutları,karamursel,low_freq_kept_separate_review,1,,True,,
kardesten kayacik'ta site,kardesten_kayacik_ta,low_freq_kept_separate_review,1,,True,,
Bağdat Sitesi,bagdat,low_freq_kept_separate_review,1,,True,,
karamursel park,karamursel_park,low_freq_kept_separate_review,1,,True,,
karamursel pinarbasi sit,karamursel_pinarbasi,low_freq_kept_separate_review,1,,True,,
Saka Sitesi,saka,low_freq_kept_separate_review,1,,True,,
Kolaylı 2 Sitesi,kolayli_2,low_freq_kept_separate_review,2,,True,,
Kolaylı 4 Sitesi,kolayli_4,low_freq_kept_separate_review,1,,True,,
Bahçelievler Sitesi,bahcelievler,low_freq_kept_separate_review,1,,True,,
Demircan Sitesi,demircan,low_freq_kept_separate_review,1,,True,,
Pera Park Evleri,pera_park,low_freq_kept_separate_review,1,,True,,
basiskele kullar tepecik de site,kullar_tepecik_de,low_freq_kept_separate_review,1,,True,,
basiskele barbaros mh site,barbaros_mh,low_freq_kept_separate_review,1,,True,,
basiskele barbaros site,barbaros,low_freq_kept_separate_review,1,,True,,
ceneviz adalari projesi,ceneviz_adalari,low_freq_kept_separate_review,2,,True,,
Kolaylı Kullar Sitesi,kolayli_kullar,low_freq_kept_separate_review,1,,True,,
ceneviz adalari projesi,ceneviz_adalari,low_freq_kept_separate_review,2,,True,,
basiskele kullar yaylacik mahallesi site,kullar_yaylacik_mahallesi,low_freq_kept_separate_review,1,,True,,
Bizim Evler Sitesi,bizim_evler,low_freq_kept_separate_review,1,,True,,
bahama proje,bahama,low_freq_kept_separate_review,2,,True,,
basiskele kullar'da prestijli yasam projesi,kullar_da_prestijli_yasam,low_freq_kept_separate_review,1,,True,,
Yağmurkent Sitesi,yagmurkent,low_freq_kept_separate_review,1,,True,,
basiskele kullar tepecik mah. site,kullar_tepecik_mah,low_freq_kept_separate_review,2,,True,,
Altınkent Kalıcı Konutları 7 Ada,altinkent_kalici_konutlari_7_ada,low_freq_kept_separate_review,1,,True,,
Altınkent Kalıcı Konutları 6 Ada Sitesi,altinkent_kalici_konutlari_6_ada,low_freq_kept_separate_review,1,,True,,
basiskele kullar'da ultra luks ebeveyn banyolu site,kullar_da_ultra_ebeveyn_banyolu,low_freq_kept_separate_review,1,,True,,
Mehmet Akif Ersoy Sitesi,mehmet_akif_ersoy,low_freq_kept_separate_review,1,,True,,
basiskele altinkent site,altinkent,low_freq_kept_separate_review,2,,True,,
Altınkent Kalıcı Konutları 5 Ada,altinkent_kalici_konutlari_5_ada,low_freq_kept_separate_review,1,,True,,
Ertürk Sitesi,erturk,low_freq_kept_separate_review,1,,True,,
Marmara Elit Yapı Kooperatifi,marmara_elit_yapi_kooperatifi,low_freq_kept_separate_review,1,,True,,
Altınkent Kalıcı Konutları 3 Ada,altinkent_kalici_konutlari_3_ada,low_freq_kept_separate_review,1,,True,,
Casaba Suite Sitesi,casaba_suite,low_freq_kept_separate_review,1,,True,,
Dream Gardens Sitesi,dream_gardens,low_freq_kept_separate_review,2,,True,,
tanta emlak'tan site,tanta_emlak_tan,low_freq_kept_separate_review,2,,True,,
ara kat daire site,ara,low_freq_kept_separate_review,2,,True,,
Naturapark Evleri,naturapark,low_freq_kept_separate_review,1,,True,,
Kolaylı Sitesi,kolayli,low_freq_kept_separate_review,1,,True,,
Kolaylı Karşıyaka Sitesi,kolayli_karsiyaka,low_freq_kept_separate_review,1,,True,,
ust kat deniz manzarali asansorlu site,ust_deniz_manzarali_asansorlu,low_freq_kept_separate_review,1,,True,,
Yakut Konakları Sitesi,yakut_konaklari,low_freq_kept_separate_review,2,,True,,
Üst Park Atakent,ust_park_atakent,low_freq_kept_separate_review,2,,True,,
basiskele fatih mahallesinde site,fatih_mahallesinde,low_freq_kept_separate_review,2,,True,,
May Kent 2 Sitesi,may_kent_2,low_freq_kept_separate_review,2,,True,,
Armoni 2 Evleri,armoni_2,low_freq_kept_separate_review,1,,True,,
Üstpark Yuvacık Sitesi,ustpark_yuvacik,low_freq_kept_separate_review,2,,True,,
Manar Yuvacık 3,manar_yuvacik_3,low_freq_kept_separate_review,2,,True,,
basiskele fatih mah. site,fatih_mah,low_freq_kept_separate_review,1,,True,,
Çağlayan Modern Yuvacık,caglayan_modern_yuvacik,low_freq_kept_separate_review,1,,True,,
vadi yuvacik sitesi,vadi_yuvacik,low_freq_kept_separate_review,1,,True,,
Aydınkent Kalıcı Konutları 20 Ada,aydinkent_kalici_konutlari_20_ada,low_freq_kept_separate_review,1,,True,,
Manar Terrace,manar_terrace,low_freq_kept_separate_review,2,,True,,
yuvacik pasadagi mh. site,yuvacik_pasadagi_mh,low_freq_kept_separate_review,1,,True,,
Panoramakent 4,panoramakent,near_dict_not_merged_conservative,3,,True,,
Paşadağı Evleri,pasadagi,low_freq_kept_separate_review,1,,True,,
basiskele fatih mahallesinde site,fatih_mahallesinde,low_freq_kept_separate_review,2,,True,,
acil basiskele'fatih mah site,basiskele_fatih,low_freq_kept_separate_review,1,,True,,
lotus evleri,lotus,low_freq_kept_separate_review,2,,True,,
basiskele vadi,ritim_vadi_evleri,near_dict_not_merged_conservative,16,,True,,
Manar Yuvacık,manar_yuvacik,low_freq_kept_separate_review,2,,True,,
Akasya Modern Evleri,akasya_modern,low_freq_kept_separate_review,2,,True,,
derin'den yatirim firsati site,derin_den_yatirim_firsati,low_freq_kept_separate_review,1,,True,,
invest globalden zeray kent,invest_globalden_zeray_kent,low_freq_kept_separate_review,1,,True,,
aydinkent konutlari,aydinkent,low_freq_kept_separate_review,1,,True,,
Secret Garden,secret_garden,low_freq_kept_separate_review,2,,True,,
Üstpark Yuvacık Sitesi,ustpark_yuvacik,low_freq_kept_separate_review,2,,True,,
May City Sitesi,may_city,low_freq_kept_separate_review,1,,True,,
Lotus Mahza,lotus_mahza,low_freq_kept_separate_review,2,,True,,
kw arven'den ted kolejine komsu havuzlu site,kw_arven_den_ted_kolejine_komsu_havuzlu,low_freq_kept_separate_review,1,,True,,
vizyon'dan site,vizyon_dan,low_freq_kept_separate_review,1,,True,,
Manar Yuvacık,manar_yuvacik,low_freq_kept_separate_review,2,,True,,
Manar Yuvacık 3,manar_yuvacik_3,low_freq_kept_separate_review,2,,True,,
pasadag mh'de konsept talha park,pasadag_mh_de_konsept_talha_park,low_freq_kept_separate_review,1,,True,,
yuvacik doga evleri,yuvacik_doga,low_freq_kept_separate_review,1,,True,,
basiskele tinaztepede site,tinaztepede,low_freq_kept_separate_review,1,,True,,
listing_portal satilik site,listing_portal,low_freq_kept_separate_review,1,,True,,
Temizel Tepe Loft,temizel_tepe_loft,low_freq_kept_separate_review,1,,True,,
yuvacik eksioglu metsan evleri,yuvacik_eksioglu_metsan,low_freq_kept_separate_review,1,,True,,
yuvacik manar sitesi,yuvacik_manar,low_freq_kept_separate_review,1,,True,,
Panoramakent 4,panoramakent,near_dict_not_merged_conservative,3,,True,,
konut kredili dusuk faiz yuksek konforlu site,kredili_dusuk_faiz_yuksek_konforlu,low_freq_kept_separate_review,1,,True,,
Manar Terrace,manar_terrace,low_freq_kept_separate_review,2,,True,,
Yuvacık Kalıcı Konutları 2 Ada,yuvacik_kalici_konutlari_2_ada,low_freq_kept_separate_review,2,,True,,
Yuvacık Kalıcı Konutları 2 Ada,yuvacik_kalici_konutlari_2_ada,low_freq_kept_separate_review,2,,True,,
basiskele yesilyurt mah.durupark evleri,yesilyurt_mah_durupark,low_freq_kept_separate_review,1,,True,,
bloklu butik site,bloklu_butik,low_freq_kept_separate_review,1,,True,,
Durupark Evleri Sitesi,durupark,low_freq_kept_separate_review,1,,True,,
yuvacik'ta prestijli site,yuvacik_ta_prestijli,low_freq_kept_separate_review,1,,True,,
basiskele'de butik site,basiskele_de_butik,low_freq_kept_separate_review,1,,True,,
Panoramakent 3,panoramakent_3,low_freq_kept_separate_review,1,,True,,
Panoramakent 3,panoramakent,near_dict_not_merged_conservative,1,,True,,
Gün Işığı Sitesi,gun_isigi,low_freq_kept_separate_review,1,,True,,
basiskele yesilyurt mahallesin'de site,yesilyurt_mahallesin_de,low_freq_kept_separate_review,1,,True,,
Bulvar Başiskele Sitesi,bulvar,low_freq_kept_separate_review,2,,True,,
Yuvacık Kalıcı Konutları 10 Ada,yuvacik_kalici_konutlari_10_ada,low_freq_kept_separate_review,1,,True,,
Anatolia Evleri,anatolia,low_freq_kept_separate_review,1,,True,,
Panoramakent 1,panoramakent,near_dict_not_merged_conservative,5,,True,,
erenoglu gm'den satilik site,erenoglu_gm_den,low_freq_kept_separate_review,1,,True,,
Bulvar Başiskele Sitesi,bulvar,low_freq_kept_separate_review,2,,True,,
aydinkent kalici konutlari,aydinkent_kalici,low_freq_kept_separate_review,1,,True,,
basiskele'de asev muhit sitesi,basiskele_de_asev_muhit,low_freq_kept_separate_review,1,,True,,
Terasta Life,terasta_life,low_freq_kept_separate_review,1,,True,,
Yuvacık Kalıcı Konutları 1 Ada,yuvacik_kalici_konutlari_1_ada,low_freq_kept_separate_review,1,,True,,
arakat asansorlu butik site,asansorlu_butik,low_freq_kept_separate_review,1,,True,,
Panoramakent 2 Sitesi,panoramakent_2,low_freq_kept_separate_review,2,,True,,
Panoramakent 2 Sitesi,panoramakent,near_dict_not_merged_conservative,2,,True,,
yuksek giris butik site,yuksek_giris_butik,low_freq_kept_separate_review,1,,True,,
Ergüder Sitesi,erguder,low_freq_kept_separate_review,2,,True,,
Ocak Sitesi,ocak,low_freq_kept_separate_review,2,,True,,
Öz Mercan Sitesi,oz_mercan,low_freq_kept_separate_review,1,,True,,
Değirmendere Konakları Sitesi,degirmendere_konaklari,low_freq_kept_separate_review,2,,True,,
Şengün Sitesi,sengun,low_freq_kept_separate_review,2,,True,,
degirmendere ervatan sitesi,degirmendere_ervatan,low_freq_kept_separate_review,1,,True,,
Ervatan Sitesi,ervatan,low_freq_kept_separate_review,2,,True,,
Batı Mercan Sitesi,bati_mercan,low_freq_kept_separate_review,1,,True,,
Özgururkent Sitesi,ozgururkent,low_freq_kept_separate_review,2,,True,,
Dadaşlar Sitesi,dadaslar,low_freq_kept_separate_review,1,,True,,
Aylan 1 Sitesi,aylan_1,low_freq_kept_separate_review,1,,True,,
uydu kent,uydu_kent,low_freq_kept_separate_review,1,,True,,
Supark Royal,supark_royal,low_freq_kept_separate_review,1,,True,,
Akyüz Sitesi,akyuz,low_freq_kept_separate_review,1,,True,,
Elit Park Sitesi,elit_park,low_freq_kept_separate_review,2,,True,,
Turkuaz Evleri,turkuaz,low_freq_kept_separate_review,2,,True,,
degirmendere'de satilik site,degirmendere_de,low_freq_kept_separate_review,1,,True,,
Zümrüt Evler Sitesi,zumrut_evler,low_freq_kept_separate_review,1,,True,,
Bağkur Sitesi,bagkur,low_freq_kept_separate_review,1,,True,,
Turkuaz Evleri,turkuaz,low_freq_kept_separate_review,2,,True,,
Ervatan Sitesi,ervatan,low_freq_kept_separate_review,2,,True,,
Azra 6 Sitesi,azra_6,low_freq_kept_separate_review,2,,True,,
Revna Life,revna_life,low_freq_kept_separate_review,1,,True,,
Ergüder Sitesi,erguder,low_freq_kept_separate_review,2,,True,,
