county,site_project_id,n_listings,known_premium
Kartepe,kartepe::kartepe_kent,5,0
Kartepe,kartepe::kartepe_konutlari_2,5,0
Karamürsel,karamursel::merkezkent,5,0
Başiskele,basiskele::panoramakent_1,5,0
Başiskele,basiskele::alizepark_city,5,1
Kartepe,kartepe::yelkent_vaha,5,0
Başiskele,basiskele::sembol_kent,5,0
İzmit,izmit::golden_park,5,0
Başiskele,basiskele::esila_park,5,0
İzmit,izmit::alan_park,5,0
İzmit,izmit::iztop_park,5,0
İzmit,izmit::vadi_izmit,5,0
İzmit,izmit::truva,5,0
İzmit,izmit::humeyra_park,5,0
Başiskele,basiskele::elitium_trio,5,0
Kartepe,kartepe::doga_kent,5,0
Kartepe,kartepe::sarimese_konaklari,5,0
İzmit,izmit::akcakent_1,5,0
Başiskele,basiskele::akademik_elit_park,4,0
İzmit,izmit::terrace_yahyakaptan,4,0
İzmit,izmit::yelkent_tetra,4,0
İzmit,izmit::mega,4,0
İzmit,izmit::kentsa,4,0
Kartepe,kartepe::zeray_mahal_kartepe,4,0
İzmit,izmit::armonia,4,0
İzmit,izmit::erenler_cedit,4,0
Başiskele,basiskele::iskar_elit_kent,4,0
İzmit,izmit::efdal_mai,4,0
Başiskele,basiskele::emar_delux_yuvacik,4,0
Başiskele,basiskele::elitium_park,4,0
İzmit,izmit::green_hill_city,4,0
İzmit,izmit::kavanium_832_ada,4,0
İzmit,izmit::ozgur,4,0
İzmit,izmit::tadu_concept,4,0
İzmit,izmit::tavsantepe_toki,4,0
İzmit,izmit::oluklu_bagcesme,4,0
İzmit,izmit::ogretmenler,4,0
Kartepe,kartepe::sudeks_dorukkent_sitesi_2,4,0
Kartepe,kartepe::kartepe_kent_meydaninda,4,0
Başiskele,basiskele::megatron_azize,4,0
Kartepe,kartepe::butik,4,0
Başiskele,basiskele::mavi_yesil_park,4,0
Kartepe,kartepe::sudeks_dorukkent_sitesi_1,4,0
Kartepe,kartepe::saglik_kent,4,0
Kartepe,kartepe::zeray_effect_kartepe,4,0
Gölcük,golcuk::kavanium_2,4,0
Gölcük,golcuk::mercan_bagkent,4,0
Başiskele,basiskele::zeray_kent,4,0
Başiskele,basiskele::my_yaka,4,0
Gölcük,golcuk::sehri_torunoglu,4,0
Başiskele,basiskele::oluklu_life,4,0
Başiskele,basiskele::ritim_vadi_evleri,4,0
Başiskele,basiskele::teras_marmara,4,0
İzmit,izmit::yuvam_garden,4,0
Başiskele,basiskele::aurapark,4,0
Başiskele,basiskele::panoramakent_4,3,0
Başiskele,basiskele::parla_100_yil,3,0
Başiskele,basiskele::yesilkent_kalici,3,0
İzmit,izmit::iztop_park_evleri_831_ada,3,0
İzmit,izmit::umutkent,3,0
İzmit,izmit::solin,3,0
İzmit,izmit::tam_gun,3,0
İzmit,izmit::mimkon_yasam,3,0
Başiskele,basiskele::royal_life,3,1
Başiskele,basiskele::seyri_vadi,3,0
İzmit,izmit::mira,3,0
İzmit,izmit::mk_royal,3,0
İzmit,izmit::kavan_life_gundogdu,3,0
İzmit,izmit::kent_konutlari_3,3,0
Başiskele,basiskele::terra_nova,3,0
Başiskele,basiskele::ustgrup_lifeside,3,0
Başiskele,basiskele::twinkle_life,3,0
Başiskele,basiskele::ust_park_yuvacik,3,0
İzmit,izmit::innovia_terrace,3,0
İzmit,izmit::inci,3,0
Başiskele,basiskele::duru_park,3,0
Başiskele,basiskele::doga,3,0
İzmit,izmit::hatipoglu,3,0
Gölcük,golcuk::rakicioglu_sitesi_2,3,0
Başiskele,basiskele::marmara_elit,3,0
Kartepe,kartepe::carpediem_kartepe,3,0
Kartepe,kartepe::atakent_evleri_152_ada,3,0
Başiskele,basiskele::mahall_yuvacik_2,3,0
Başiskele,basiskele::my_house_yuvacik,3,0
Başiskele,basiskele::basiskele_de,3,0
İzmit,izmit::vera_house_1,3,0
İzmit,izmit::yelkent_alfa,3,0
Karamürsel,karamursel::ozgul_evler,3,0
Gölcük,golcuk::kurtulus,3,0
Kartepe,kartepe::konak,3,0
Kartepe,kartepe::kartepe_fsm_de,3,0
Kartepe,kartepe::casaba,3,0
Gölcük,golcuk::hasdayi,3,0
Başiskele,basiskele::oksijen_konaklari,3,0
Başiskele,basiskele::orka_life,3,0
Kartepe,kartepe::tuana_evleri_1,3,0
Kartepe,kartepe::vefakent_saklibahce,3,0
Kartepe,kartepe::sudeks_busekent,3,0
Kartepe,kartepe::modern_2,3,0
Gölcük,golcuk::deniz_as,3,0
Kartepe,kartepe::marmara_34,3,0
Kartepe,kartepe::my_life_kartepe,3,0
Gölcük,golcuk::demirsoy,3,0
Kartepe,kartepe::zaferan,3,0
İzmit,izmit::akademic_life_2,3,0
İzmit,izmit::armadakent_5,3,0
İzmit,izmit::armadakent_3,3,0
İzmit,izmit::anadolu,3,0
Kartepe,kartepe::tuana,3,0
İzmit,izmit::asrin_saraylari_2,3,0
Başiskele,basiskele::helin,3,0
Gölcük,golcuk::altinsehir,3,0
İzmit,izmit::bayindirlik,3,0
İzmit,izmit::cb_atlas_tan_la_vida_city,3,0
İzmit,izmit::campus_istanbul,3,0
İzmit,izmit::diamond_boutioue,3,0
İzmit,izmit::doga_park,3,0
İzmit,izmit::emniyetciler,3,0
İzmit,izmit::gokce,3,0
İzmit,izmit::golpark_star_life,3,0
Başiskele,basiskele::yuvacik_vadi,3,0
Başiskele,basiskele::asrin,3,0
İzmit,izmit::hanife_sultan,2,0
Başiskele,basiskele::egimsiz,2,0
Başiskele,basiskele::dream_gardens,2,0
İzmit,izmit::jasmin_country,2,0
İzmit,izmit::izmit_kavanium_sitesi,2,0
İzmit,izmit::iremkent,2,0
Başiskele,basiskele::erguvan_konaklari,2,0
Başiskele,basiskele::yakut_konaklari,2,0
İzmit,izmit::lilyum_park_4,2,0
Başiskele,basiskele::villa_liva,2,0
Başiskele,basiskele::yesilyurt,2,0
İzmit,izmit::kent_tuana,2,0
İzmit,izmit::kavanyum_bagcesme,2,0
İzmit,izmit::kavanium_evleri_819_ada,2,0
İzmit,izmit::kavanium,2,0
İzmit,izmit::masiva_kozluk,2,0
Başiskele,basiskele::ustpark_yuvacik,2,0
Başiskele,basiskele::ust_park_atakent,2,0
İzmit,izmit::sehr_i_naz,2,0
İzmit,izmit::turkoz,2,0
Başiskele,basiskele::rose_garden,2,0
Başiskele,basiskele::tanta_emlak_tan,2,0
Başiskele,basiskele::secret_garden,2,0
İzmit,izmit::plajyolunda,2,0
İzmit,izmit::remax_effect_ten_gundogdu_bayindirlik,2,0
Başiskele,basiskele::bulvar,2,0
İzmit,izmit::ozum,2,0
İzmit,izmit::nergis,2,0
İzmit,izmit::normcity,2,0
İzmit,izmit::oluklu_ozon,2,0
İzmit,izmit::mk_teras,2,0
İzmit,izmit::vadi_residence,2,0
İzmit,izmit::up_town_evleri_1,2,0
İzmit,izmit::ufuk,2,0
İzmit,izmit::turkoz_insaat_plajyolu_bozdag,2,0
İzmit,izmit::turkuaz_park,2,0
İzmit,izmit::tarcanlardan_gundogdu_eren_life,2,0
İzmit,izmit::sea_life,2,0
Başiskele,basiskele::ceneviz_adalari,2,0
İzmit,izmit::sea_life_41,2,0
Başiskele,basiskele::bahama,2,0
İzmit,izmit::zorlu,2,0
İzmit,izmit::kurucesme_deniz_manzarali,2,0
İzmit,izmit::erenkaya_park,2,0
İzmit,izmit::feza,2,0
Gölcük,golcuk::100_yil_bariser,2,0
İzmit,izmit::flora_park,2,0
Başiskele,basiskele::fatih_mahallesinde,2,0
Başiskele,basiskele::kardelen,2,0
İzmit,izmit::balaban_yuksel,2,0
İzmit,izmit::bagcesmede,2,0
İzmit,izmit::burcin,2,0
Gölcük,golcuk::azra_6,2,0
Gölcük,golcuk::balaban_city,2,0
İzmit,izmit::cef_city_golpark,2,0
Gölcük,golcuk::baris_park_evleri_1,2,0
Gölcük,golcuk::ata_1,2,0
İzmit,izmit::cepni_up_town_evleri_2,2,0
İzmit,izmit::dunya_bankasi,2,0
İzmit,izmit::full,2,0
İzmit,izmit::gulacti_deniz_konaklari,2,0
Başiskele,basiskele::yuvacik_kalici_konutlari_2_ada,2,0
İzmit,izmit::guney_park_cayirkoy,2,0
Kartepe,kartepe::mercan,2,0
Kartepe,kartepe::mk_elegance,2,0
Gölcük,golcuk::cumhuriyet,2,0
Kartepe,kartepe::mona_vadi,2,0
Gölcük,golcuk::degirmendere_konaklari,2,0
Başiskele,basiskele::kullar_tepecik_mah,2,0
Gölcük,golcuk::deniz_yildizi,2,0
Gölcük,golcuk::degirmendere_modern,2,0
Kartepe,kartepe::pasa_park_evleri_12,2,0
Kartepe,kartepe::pasa_park_evleri_13,2,0
Gölcük,golcuk::doga,2,0
Gölcük,golcuk::baris_vizyon_deluxe_3,2,0
İzmit,izmit::armada_kent_5,2,0
İzmit,izmit::almira,2,0
Kartepe,kartepe::son_kartepe_fsm_akev,2,0
Kartepe,kartepe::ritim_kartepe,2,0
İzmit,izmit::akar,2,0
İzmit,izmit::anakent,2,0
Kartepe,kartepe::cinar,2,0
Kartepe,kartepe::ertugrul_gazi_de,2,0
Kartepe,kartepe::k_h_eksioglu_insaat_limited_sirketi,2,0
Kartepe,kartepe::hursoy_nefes_kartepe,2,0
Kartepe,kartepe::kamelya,2,0
Kartepe,kartepe::kartepe_cadde_life,2,0
Gölcük,golcuk::golcuk_kavanium_2,2,0
Kartepe,kartepe::dosteller,2,0
Kartepe,kartepe::effect_kartepe,2,0
Gölcük,golcuk::erguder,2,0
Gölcük,golcuk::elit_park,2,0
Kartepe,kartepe::kartepe_de_havuzlu,2,0
Kartepe,kartepe::kartepe_de,2,0
Gölcük,golcuk::ervatan,2,0
Başiskele,basiskele::lotus,2,0
Başiskele,basiskele::lotus_mahza,2,0
Başiskele,basiskele::manar_terrace,2,0
Başiskele,basiskele::mamik_life,2,1
Başiskele,basiskele::manar_yuvacik,2,0
Başiskele,basiskele::manar_yuvacik_3,2,0
Başiskele,basiskele::may_kent_2,2,0
Gölcük,golcuk::ilica_evleri_3,2,0
Gölcük,golcuk::versay_yamac_evler,2,0
Gölcük,golcuk::turkuaz,2,0
Gölcük,golcuk::tolga,2,0
Kartepe,kartepe::atakent_evleri_142_ada,2,0
Başiskele,basiskele::panoramakent_2,2,0
Karamürsel,karamursel::meric,2,0
Karamürsel,karamursel::kolayli_2,2,0
Karamürsel,karamursel::hetas_konaklari,2,0
Gölcük,golcuk::sahan_torunogullari,2,0
Gölcük,golcuk::sengun,2,0
Gölcük,golcuk::sirinkent_kalici_konutlari_30_ada,2,0
Gölcük,golcuk::tasdan_premium_city,2,0
Gölcük,golcuk::toki,2,0
Gölcük,golcuk::olkar_atasehir,2,0
Gölcük,golcuk::olkar_safir,2,0
Gölcük,golcuk::ozgururkent,2,0
İzmit,izmit::yelken_park,2,0
Gölcük,golcuk::metropolitan_grey_effect,2,0
Gölcük,golcuk::ocak,2,0
İzmit,izmit::vista,2,0
Başiskele,basiskele::basiskele_de_havuzlu,2,0
İzmit,izmit::visinya,2,0
İzmit,izmit::yuvam_akarca_evleri_10_ada,2,0
Başiskele,basiskele::akasya_modern,2,0
Başiskele,basiskele::anatolia,1,0
İzmit,izmit::zenan,1,0
Başiskele,basiskele::basiskele_fatih,1,0
Başiskele,basiskele::ara,1,0
Başiskele,basiskele::alacati_dan_yaylacik_mh_de_havuzlu,1,0
İzmit,izmit::vadikent_4,1,0
İzmit,izmit::vadikent,1,0
İzmit,izmit::uygun,1,0
İzmit,izmit::up_town_evleri_2,1,0
Başiskele,basiskele::polen_park,1,0
Başiskele,basiskele::platinium,1,0
Başiskele,basiskele::pera_park,1,0
Başiskele,basiskele::pasadagi,1,0
Başiskele,basiskele::pasadag_mh_de_konsept_talha_park,1,0
Başiskele,basiskele::pasadag_mah_full_deniz_manzarali,1,0
Başiskele,basiskele::pasadag_100_yil_parla,1,0
Başiskele,basiskele::akven_armoni_teras,1,0
Başiskele,basiskele::altinkent_kalici_konutlari_3_ada,1,0
İzmit,izmit::zafira,1,0
İzmit,izmit::yuvam_akarca_evleri_7_ada,1,0
İzmit,izmit::yuvam_akarca_evleri_6_ada,1,0
Gölcük,golcuk::sakli_vadi,1,0
Gölcük,golcuk::revna_life,1,0
Gölcük,golcuk::remaxcakra_omer_onayci_dan,1,0
Gölcük,golcuk::rakicioglu,1,0
Gölcük,golcuk::piyalepasa_da,1,0
Gölcük,golcuk::palmiye,1,0
Gölcük,golcuk::oz_mercan,1,0
Gölcük,golcuk::ovunc,1,0
Gölcük,golcuk::otoparkli,1,0
Gölcük,golcuk::orcun_manzara,1,0
Gölcük,golcuk::olkar_vadi,1,0
Gölcük,golcuk::olkar_sakli_vadi_konagi,1,0
Gölcük,golcuk::nida_torunogullari,1,0
Gölcük,golcuk::muhammet_ali_torunogullari,1,0
Gölcük,golcuk::mimoza,1,0
İzmit,izmit::yeseren,1,0
Gölcük,golcuk::supark_royal,1,0
Gölcük,golcuk::supark_arcadia,1,0
Gölcük,golcuk::subasi,1,0
Gölcük,golcuk::sokkk_fiyat_ihsaniye_merkez_de,1,0
Gölcük,golcuk::sivritepe_denizevler_toki,1,0
Gölcük,golcuk::sirinkoy_toki,1,0
Gölcük,golcuk::sirinkoy_kalici_konutlari_4_ada,1,0
Gölcük,golcuk::sirinkent_kalici_konutlari_19_ada,1,0
Gölcük,golcuk::sirinkent_kalici_konutlari_15_ada,1,0
Gölcük,golcuk::sinirsiz_kredi_imkanli,1,0
Gölcük,golcuk::seval,1,0
Gölcük,golcuk::sehitler_mah_vgm,1,0
Gölcük,golcuk::sehir,1,0
Gölcük,golcuk::sarayli_kalici_konutlari_182_ada,1,0
Gölcük,golcuk::sarayli_kalici_konutlari_181_ada,1,0
Gölcük,golcuk::sarayli,1,0
Gölcük,golcuk::yasam,1,0
Gölcük,golcuk::yalik_mahallede,1,0
Gölcük,golcuk::yakamoz,1,0
Gölcük,golcuk::yakamos,1,0
Gölcük,golcuk::versay_yamacevler,1,0
Gölcük,golcuk::versay_lilyum_park,1,0
Gölcük,golcuk::uydu_kent,1,0
Gölcük,golcuk::uplife_topcular,1,0
Gölcük,golcuk::ulasli_yesilkent,1,0
Gölcük,golcuk::torunogullari_ormania,1,0
Gölcük,golcuk::torunogullari,1,0
Gölcük,golcuk::topcularda_havuzlu,1,0
Gölcük,golcuk::topcular_mh_ronesans,1,0
Gölcük,golcuk::topcular_da,1,0
Gölcük,golcuk::toksoylu,1,0
Gölcük,golcuk::tanyildizdan_golcuk_elit_park,1,0
Karamürsel,karamursel::inci,1,0
Karamürsel,karamursel::gizli_bahce,1,0
Karamürsel,karamursel::genc_alp,1,0
Karamürsel,karamursel::demtas_koygun_sahil,1,0
Karamürsel,karamursel::demircan,1,0
Karamürsel,karamursel::d_kent,1,0
Karamürsel,karamursel::cam,1,0
Karamürsel,karamursel::baydar,1,0
Karamürsel,karamursel::bahcelievler,1,0
Karamürsel,karamursel::bagdat,1,0
Karamürsel,karamursel::asansorlu,1,0
Karamürsel,karamursel::altinkent,1,0
Karamürsel,karamursel::adres_emlaktan_kent,1,0
Gölcük,golcuk::zumrut_evler,1,0
Gölcük,golcuk::yildizevler,1,0
Gölcük,golcuk::yildirim,1,0
Karamürsel,karamursel::yamac,1,0
Karamürsel,karamursel::ulu_cami_yakininda,1,0
Karamürsel,karamursel::temmuz_da,1,0
Karamürsel,karamursel::saka,1,0
Karamürsel,karamursel::remax_kanyon_dan_vadi,1,0
Karamürsel,karamursel::remax_kanyon_dan,1,0
Karamürsel,karamursel::onurkent,1,0
Karamürsel,karamursel::kovuk_cinar,1,0
Karamürsel,karamursel::kolayli_4,1,0
Karamürsel,karamursel::kolayli_1,1,0
Karamürsel,karamursel::kardesten_kayacik_ta,1,0
Karamürsel,karamursel::kardelen,1,0
Karamürsel,karamursel::karamursel_pinarbasi,1,0
Karamürsel,karamursel::karamursel_park,1,0
Karamürsel,karamursel::karamursel_aydin,1,0
Karamürsel,karamursel::karamursel,1,0
Başiskele,basiskele::ozemsan,1,0
Kartepe,kartepe::atakent_evleri_132_ada,1,0
Kartepe,kartepe::atakent_evleri_131_ada,1,0
Kartepe,kartepe::ataevlerde,1,0
Kartepe,kartepe::arslanbey_atakent,1,0
Kartepe,kartepe::ars_den_kent_meydaninda,1,0
Kartepe,kartepe::aras_gayrimenkulden_fsm_de,1,0
Kartepe,kartepe::anadolu,1,0
Kartepe,kartepe::agkoc_evleri_2,1,0
Kartepe,kartepe::adesa,1,0
Kartepe,kartepe::acill_deallife_dan_ataevlerde,1,0
Kartepe,kartepe::a_plus,1,0
Kartepe,kartepe::1_99_kredi_fsm_de_butik,1,0
Kartepe,kartepe::1_69_kredi_icon,1,0
Kartepe,kartepe::151_ada,1,0
Karamürsel,karamursel::zumrut_2,1,0
Kartepe,kartepe::bahcekent_konutlari,1,0
Kartepe,kartepe::aykent,1,0
Kartepe,kartepe::atakoy,1,0
Kartepe,kartepe::atakent_evleri_136_ada,1,0
Gölcük,golcuk::menekse_park,1,0
Gölcük,golcuk::melisa,1,0
Gölcük,golcuk::manzara,1,0
Gölcük,golcuk::mahallede,1,0
Gölcük,golcuk::luxury_sea_suit,1,0
Gölcük,golcuk::kw_arven_den_hisareyn_de_havuzlu,1,0
Gölcük,golcuk::kardelen,1,0
Gölcük,golcuk::ihsaniye_de,1,0
Gölcük,golcuk::hisareynde,1,0
Gölcük,golcuk::hisar,1,0
Başiskele,basiskele::panoramakent_3,1,0
Başiskele,basiskele::panorama_3,1,0
Başiskele,basiskele::may_city,1,0
Başiskele,basiskele::marmara_elit_yapi_kooperatifi,1,0
Başiskele,basiskele::naturapark,1,0
Başiskele,basiskele::mona_vadi,1,0
Başiskele,basiskele::merkezde_essiz_bir,1,0
Başiskele,basiskele::memur_sen,1,0
Başiskele,basiskele::mehmet_akif_ersoy,1,0
Gölcük,golcuk::guler_sabanci,1,0
Gölcük,golcuk::goztepe,1,0
Gölcük,golcuk::golcuk_mah_faralya,1,0
Gölcük,golcuk::golcuk_ihsaniye_balaban_yasam,1,0
Gölcük,golcuk::golcuk_hisareyn_de,1,0
Gölcük,golcuk::golcuk_degirmendere_orcun,1,0
Başiskele,basiskele::manaryuvacik,1,0
Başiskele,basiskele::manar_yuvacik_2,1,0
Kartepe,kartepe::bariskent,1,0
Kartepe,kartepe::emlakcim41_kent,1,0
Kartepe,kartepe::ekomaxdan_sinirsiz_kredi_asansoru,1,0
Kartepe,kartepe::ekomax_dan_kartpe_fsm_mah_havzlu_asanslu,1,0
Kartepe,kartepe::ekomax_dan_kartepe,1,0
Kartepe,kartepe::ekomax_dan_e_gazi_asansrlu_havzlu,1,0
Kartepe,kartepe::dubleks_kent,1,0
Kartepe,kartepe::dubleks,1,0
Kartepe,kartepe::derin_den_ert_gazi_mah,1,0
Kartepe,kartepe::derbent_mh,1,0
Kartepe,kartepe::deallife_dan_hasanpasada_butik,1,0
Kartepe,kartepe::capediem_kartepe,1,0
Kartepe,kartepe::cadde_i_kubra,1,0
Kartepe,kartepe::boutique_kartepe,1,0
Kartepe,kartepe::bizim_konaklar,1,0
Kartepe,kartepe::beykent_konaklari_611,1,0
Kartepe,kartepe::beykent_konaklari,1,0
Kartepe,kartepe::guldeste_sitesi_2,1,0
Kartepe,kartepe::gulas,1,0
Kartepe,kartepe::guckat_life,1,0
Kartepe,kartepe::green_life_1,1,0
Kartepe,kartepe::gokbal_sirius,1,0
Kartepe,kartepe::genis_kulanisli,1,0
Kartepe,kartepe::gate_41,1,0
Kartepe,kartepe::gate41_masukiye,1,0
Kartepe,kartepe::garden_kartepe_2,1,0
Kartepe,kartepe::fsm_mahallesi_nde,1,0
Kartepe,kartepe::finans_kuruluslarina_uygun_1_99_kredi_butik,1,0
Kartepe,kartepe::ertugrulgazi_de,1,0
Kartepe,kartepe::ertugrulgazi_bluepark,1,0
Kartepe,kartepe::ertugrul_gazi_mh,1,0
Kartepe,kartepe::ena_gayrimenkulden_kartepe_s_royal2,1,0
Kartepe,kartepe::empire_house,1,0
Kartepe,kartepe::kartepe_atakent,1,0
Kartepe,kartepe::kartepe_ataevler_mahallesinde,1,0
Kartepe,kartepe::kartepe_ataevler_hursoy_city,1,0
Kartepe,kartepe::kartepe_ataevler,1,0
Kartepe,kartepe::kartepe_aslanbey_veralife,1,0
Kartepe,kartepe::kartepe_aslanbey_vera_life,1,0
Kartepe,kartepe::kartepe,1,0
Kartepe,kartepe::kartele,1,0
Kartepe,kartepe::kafkas_dostluk,1,0
Kartepe,kartepe::hursoy_sitesi_atakent_1,1,0
Kartepe,kartepe::hursoy_sapphire,1,0
Kartepe,kartepe::hursoy_behcelievler,1,0
Kartepe,kartepe::hasanpasa_mahallesinde_butik,1,0
Kartepe,kartepe::hasanpasa_butik,1,0
Kartepe,kartepe::guldeste_sitesi_7,1,0
Kartepe,kartepe::guldeste_sitesi_5,1,0
Gölcük,golcuk::dogakent,1,0
Kartepe,kartepe::kartepe_serender_park,1,0
Kartepe,kartepe::kartepe_premium,1,0
Kartepe,kartepe::kartepe_meridyen,1,0
Kartepe,kartepe::kartepe_kosekoy,1,0
Kartepe,kartepe::kartepe_kent_merkezinde,1,0
Kartepe,kartepe::kartepe_ibrikdere_butik,1,0
Kartepe,kartepe::kartepe_fsm_mah,1,0
Kartepe,kartepe::kartepe_fsm_kent,1,0
Kartepe,kartepe::kartepe_fsm_de_havuzlu_guvenlikli,1,0
Kartepe,kartepe::kartepe_fsm_bahcesehir_koleji_yakini_gulas,1,0
Kartepe,kartepe::kartepe_fatih_sultan_mehmet_mh_havuzlu,1,0
Kartepe,kartepe::kartepe_ertugrulgazi_havz_hmm_saunli,1,0
Kartepe,kartepe::kartepe_elizan,1,0
Kartepe,kartepe::kartepe_dumlupinar_ritim_naz,1,0
Kartepe,kartepe::kartepe_de_manzarali,1,0
Kartepe,kartepe::korhandan_kent,1,0
Kartepe,kartepe::kent_meydaninda_1_99_krediyle,1,0
Kartepe,kartepe::kaymakamlik_belediye_yani_tower,1,0
Kartepe,kartepe::kartepe_stone_suite,1,0
Gölcük,golcuk::golcuk_degirmendere_metropolitangreyeffect,1,0
Gölcük,golcuk::golcuk_balaban_mimoza_kent,1,0
Gölcük,golcuk::full_tadilatli_17000tl_kiracili,1,0
Gölcük,golcuk::full_deniz_manzarali,1,0
Gölcük,golcuk::ford,1,0
Gölcük,golcuk::flora,1,0
Gölcük,golcuk::firtina,1,0
Gölcük,golcuk::emek,1,0
Gölcük,golcuk::ema_emlak_karakopru_vip,1,0
Gölcük,golcuk::ema_emlak_karakopru_mah_vip,1,0
Gölcük,golcuk::donanma_olkar_vadi,1,0
Gölcük,golcuk::dogan,1,0
Başiskele,basiskele::kuba,1,0
Başiskele,basiskele::kredili_dusuk_faiz_yuksek_konforlu,1,0
Başiskele,basiskele::kolayli_kullar,1,0
Başiskele,basiskele::kolayli_karsiyaka,1,0
Başiskele,basiskele::kolayli,1,0
Kartepe,kartepe::on_cephe,1,0
Kartepe,kartepe::new_life_kartepe,1,0
Kartepe,kartepe::neff_vizyon,1,0
Kartepe,kartepe::my_world_kartepe,1,0
Kartepe,kartepe::mrs_konaklari,1,0
Kartepe,kartepe::mk_konsept_1,1,0
Kartepe,kartepe::merkezi_konum_havuzlu_ve_asansorlu,1,0
Kartepe,kartepe::meridyen_elite,1,0
Kartepe,kartepe::meltem,1,0
Kartepe,kartepe::masal,1,0
Kartepe,kartepe::krediye_eminevime_uygun_butik,1,0
Başiskele,basiskele::kullar_yaylacik_mahallesi,1,0
Başiskele,basiskele::kullar_yakacik_ta_kacirilmayacak_butik,1,0
Gölcük,golcuk::demet,1,0
Gölcük,golcuk::degirmendere_yuzbasilar_da,1,0
Gölcük,golcuk::degirmendere_merkezi_konum_evim_kent,1,0
Gölcük,golcuk::degirmendere_ervatan,1,0
Gölcük,golcuk::degirmendere_de_deniz_manzarali_havuzlu,1,0
Gölcük,golcuk::degirmendere_de,1,0
Gölcük,golcuk::dan,1,0
Gölcük,golcuk::dadaslar,1,0
Gölcük,golcuk::civan_park,1,0
Başiskele,basiskele::kullar_tepecik_de,1,0
Başiskele,basiskele::kullar_da_ultra_ebeveyn_banyolu,1,0
Başiskele,basiskele::kullar_da_prestijli_yasam,1,0
Başiskele,basiskele::kullar,1,0
Başiskele,basiskele::kucuk_yali,1,0
Kartepe,kartepe::yagmur_dan,1,0
Kartepe,kartepe::vefakent_gulbahce,1,0
Kartepe,kartepe::tac_yaprak,1,0
Kartepe,kartepe::sultan_mehmet,1,0
Kartepe,kartepe::sudeks_buse_kent,1,0
Kartepe,kartepe::son_kartepe_fsm,1,0
