canonical_id,raw_variants,n_variants,total_count,median_unit_price_by_variant,max_variant_price_gap,warning,county
darica::obitas_sahil,obitas sahil sitesi,1,1,"{""obitas sahil sitesi"": 76666.67}",0.0,,darica
darica::manolya,manolya evleri,1,1,"{""manolya evleri"": 67142.86}",0.0,,darica
darica::marina,marina konutlari,1,1,"{""marina konutlari"": 48214.29}",0.0,,darica
darica::cami_mah,cami mah. site,1,1,"{""cami mah. site"": 63250.0}",0.0,,darica
darica::rams_denizkent_bayramoglu,rams denizkent bayramoglu,1,1,"{""rams denizkent bayramoglu"": 69444.44}",0.0,,darica
darica::es_marin_konaklari,es marin konaklari,1,1,"{""es marin konaklari"": 55185.19}",0.0,,darica
darica::bayramiglu,bayramiglu site,1,1,"{""bayramiglu site"": 50526.32}",0.0,,darica
darica::bayramoglu_havuzlu,bayramoglu havuzlu site,1,1,"{""bayramoglu havuzlu site"": 73684.21}",0.0,,darica
darica::kevser_sitesi_5,kevser sitesi 5. etap,1,1,"{""kevser sitesi 5. etap"": 46941.18}",0.0,,darica
darica::emek_mahallesinde_havuzlu,emek mahallesinde havuzlu site,1,1,"{""emek mahallesinde havuzlu site"": 44166.67}",0.0,,darica
darica::g_marin_divan,g marin divan sitesi,1,2,"{""g marin divan sitesi"": 82894.32999999999}",0.0,,darica
darica::butik,butik site,1,1,"{""butik site"": 49350.0}",0.0,,darica
darica::g_marin_managed_by_divan,g - marin managed by divan,1,1,"{""g - marin managed by divan"": 70000.0}",0.0,,darica
darica::tuzla_caddesi_uzeri_butik,tuzla caddesi uzeri butik site,1,1,"{""tuzla caddesi uzeri butik site"": 59913.04}",0.0,,darica
darica::ataturk_caddesi_yakini,ataturk caddesi yakini site,1,1,"{""ataturk caddesi yakini site"": 53192.0}",0.0,,darica
darica::battalgazi_caddesinde,battalgazi caddesinde site,1,1,"{""battalgazi caddesinde site"": 39520.0}",0.0,,darica
darica::kayakent_konaklari,kayakent konaklari,1,2,"{""kayakent konaklari"": 36500.0}",0.0,,darica
darica::yurttas,yurttas sitesi,1,1,"{""yurttas sitesi"": 39600.0}",0.0,,darica
darica::yelken_kaya_korfez,yelken kaya korfez sitesi,1,2,"{""yelken kaya korfez sitesi"": 65083.335}",0.0,,darica
darica::yelkenkaya_deniz_evler,yelkenkaya deniz evler sitesi,1,1,"{""yelkenkaya deniz evler sitesi"": 64615.38}",0.0,,darica
darica::ozden_evler,ozden evler sitesi,1,1,"{""ozden evler sitesi"": 50000.0}",0.0,,darica
darica::golden_city,golden city sitesi,1,1,"{""golden city sitesi"": 39583.33}",0.0,,darica
darica::bayramoglu_zen,bayramoglu zen evleri,1,1,"{""bayramoglu zen evleri"": 88571.43}",0.0,,darica
darica::sinirsiz_kredili_bayramoglu_mevki,sinirsiz kredili bayramoglu mevki luks site,1,1,"{""sinirsiz kredili bayramoglu mevki luks site"": 60421.05}",0.0,,darica
darica::kiana,kiana evleri sitesi,1,1,"{""kiana evleri sitesi"": 42484.85}",0.0,,darica
darica::sahra_city,sahra city sitesi,1,1,"{""sahra city sitesi"": 52500.0}",0.0,,darica
