raw_name,proposed_canonical_id,reason,frequency,mean_residual,needs_manual_review,mean_price,median_price
Değirmendere Konakları,degirmendere_konaklari,low_freq_kept_separate_review,1,,True,,
Şengün Sitesi,sengun,low_freq_kept_separate_review,2,,True,,
Muhammet Ali Torunoğulları Sitesi,muhammet_ali_torunogullari,low_freq_kept_separate_review,1,,True,,
Mavi Şehir,mavi_sehir,low_freq_kept_separate_review,2,,True,,
remaxcakra omer onayci'dan site,remaxcakra_omer_onayci_dan,low_freq_kept_separate_review,1,,True,,
Subaşı Konutları,subasi,low_freq_kept_separate_review,1,,True,,
80 ine kredi imkamli site,80_ine_kredi_imkamli,low_freq_kept_separate_review,1,,True,,
Barış Vizyon Deluxe,baris_vizyon_deluxe,low_freq_kept_separate_review,1,,True,,
Kavanium 2. Etap,kavanium_2,low_freq_kept_separate_review,1,,True,,
Mavi Şehir,mavi_sehir,low_freq_kept_separate_review,2,,True,,
Şehri Torunoğlu Sitesi,sehri_torunoglu,low_freq_kept_separate_review,1,,True,,
Ilıca Evleri 3,ilica_evleri_3,low_freq_kept_separate_review,1,,True,,
full deniz manzarali site,full_deniz_manzarali,low_freq_kept_separate_review,1,,True,,
İşkar Elit Kent,iskar_elit_kent,low_freq_kept_separate_review,2,,True,,
Aydınkent Kalıcı Konutları 19 Ada,aydinkent_kalici_konutlari_19_ada,low_freq_kept_separate_review,1,,True,,
basiskele barbaros mah. site,barbaros_mah,low_freq_kept_separate_review,1,,True,,
golcuk ihsaniye balaban yasam sitesi,golcuk_ihsaniye_balaban_yasam,low_freq_kept_separate_review,1,,True,,
Emek Sitesi,emek,low_freq_kept_separate_review,1,,True,,
Güldeste Sitesi 2,guldeste_sitesi_2,low_freq_kept_separate_review,1,,True,,
Meltem Sitesi,meltem,low_freq_kept_separate_review,1,,True,,
Dosteller Sitesi,dosteller,low_freq_kept_separate_review,1,,True,,
kartepe ibrikdere satilik butik site,kartepe_ibrikdere_butik,low_freq_kept_separate_review,1,,True,,
krediye eminevime uygun butik site,krediye_eminevime_uygun_butik,low_freq_kept_separate_review,1,,True,,
kocaeli kartepe ataevler site,kartepe_ataevler,low_freq_kept_separate_review,1,,True,,
Aykent Sitesi,aykent,low_freq_kept_separate_review,1,,True,,
Aykent Sitesi,zeraykent_yuvacik,near_dict_not_merged_conservative,1,,True,,
merkezi konum havuzlu ve asansorlu site,merkezi_konum_havuzlu_ve_asansorlu,low_freq_kept_separate_review,1,,True,,
Carpediem Kartepe,carpediem_kartepe,low_freq_kept_separate_review,1,,True,,
Yonca Sitesi,yonca,low_freq_kept_separate_review,1,,True,,
Rose Garden,rose_garden,low_freq_kept_separate_review,1,,True,,
Zeray Effect Kartepe,zeray_effect_kartepe,low_freq_kept_separate_review,1,,True,,
derin'den ert. gazi mah. site,derin_den_ert_gazi_mah,low_freq_kept_separate_review,1,,True,,
Sudeks Dorukkent Sitesi 1,sudeks_dorukkent_sitesi_1,low_freq_kept_separate_review,1,,True,,
Sarımeşe Konakları Sitesi,sarimese_konaklari,low_freq_kept_separate_review,2,,True,,
Çınar Sitesi,cinar,low_freq_kept_separate_review,1,,True,,
ertugrul gazi'de site,ertugrul_gazi_de,low_freq_kept_separate_review,1,,True,,
kartepe cadde life sitesi,kartepe_cadde_life,low_freq_kept_separate_review,2,,True,,
deallife'dan hasanpasada butik site,deallife_dan_hasanpasada_butik,low_freq_kept_separate_review,1,,True,,
kartepe aslanbey vera life sitesi,kartepe_aslanbey_vera_life,low_freq_kept_separate_review,1,,True,,
kartepe fsm.mah site,kartepe_fsm_mah,low_freq_kept_separate_review,1,,True,,
Atakent Evleri 132. Ada,atakent_evleri_132_ada,low_freq_kept_separate_review,1,,True,,
Atakent Evleri 152. Ada,atakent_evleri_152_ada,low_freq_kept_separate_review,1,,True,,
Yıldızlar Tepesi,yildizlar_tepesi,low_freq_kept_separate_review,1,,True,,
Mimkon Yaşam Sitesi,mimkon_yasam,low_freq_kept_separate_review,1,,True,,
Pirelli Blok Evleri Sitesi,pirelli,low_freq_kept_separate_review,1,,True,,
İremkent Sitesi,iremkent,low_freq_kept_separate_review,1,,True,,
Pınar Sitesi,pinar,low_freq_kept_separate_review,1,,True,,
Mamikler Sitesi,mamikler,low_freq_kept_separate_review,1,,True,,
Sunrise Yeşilova,sunrise_yesilova,low_freq_kept_separate_review,1,,True,,
Zeray Dora Hill,zeray_dora_hill,low_freq_kept_separate_review,1,,True,,
ara kat daire site,ara,low_freq_kept_separate_review,2,,True,,
Yuvam İzmit Akarca Evleri 10. Ada,yuvam_akarca_evleri_10_ada,low_freq_kept_separate_review,1,,True,,
Akkuş Sitesi,akkus,low_freq_kept_separate_review,2,,True,,
turkuaz park,turkuaz_park,low_freq_kept_separate_review,1,,True,,
Şelale Evleri,selale,low_freq_kept_separate_review,1,,True,,
Yelkent Tetra Sitesi,yelkent_tetra,low_freq_kept_separate_review,1,,True,,
Kavan Life Gündoğdu,kavan_life_gundogdu,low_freq_kept_separate_review,1,,True,,
Tepeköy TOKİ Konutları 191. Ada,tepekoy_toki_konutlari_191_ada,low_freq_kept_separate_review,1,,True,,
Hümeyra Park Evleri Sitesi,humeyra_park,low_freq_kept_separate_review,1,,True,,
Bağçeşme Modern Evleri,bagcesme_modern,low_freq_kept_separate_review,1,,True,,
İzmit Kent Konutları 3. Etap,kent_konutlari_3,low_freq_kept_separate_review,1,,True,,
Yahya Kaptan Konutları Sitesi,yahya_kaptan,low_freq_kept_separate_review,1,,True,,
İzmit Kent Konutları 2. Etap,kent_konutlari_2,low_freq_kept_separate_review,2,,True,,
İzmit Kent Konutları 2. Etap,kent_konutlari_2,low_freq_kept_separate_review,2,,True,,
Maykon Smart Plus Evleri,maykon_smart_plus,low_freq_kept_separate_review,1,,True,,
Umutkent Konutları Sitesi,umutkent,low_freq_kept_separate_review,1,,True,,
Visinya Evleri,visinya,low_freq_kept_separate_review,1,,True,,
remax'bagcesme orhan mh site,remax_bagcesme_orhan_mh,low_freq_kept_separate_review,1,,True,,
Ufuk Sitesi,ufuk,low_freq_kept_separate_review,1,,True,,
bagcesme kavanium sitesi,bagcesme_kavanium,low_freq_kept_separate_review,1,,True,,
Twinkle Life Sitesi,twinkle_life,low_freq_kept_separate_review,2,,True,,
Elitium Park Evleri,elitium_park,low_freq_kept_separate_review,2,,True,,
Işıl Sitesi,isil,low_freq_kept_separate_review,1,,True,,
Erguvan Konakları,erguvan_konaklari,low_freq_kept_separate_review,1,,True,,
Twinkle Life Sitesi,twinkle_life,low_freq_kept_separate_review,2,,True,,
Villa Liva,villa_liva,low_freq_kept_separate_review,1,,True,,
Elitium Park Evleri,elitium_park,low_freq_kept_separate_review,2,,True,,
Kardelen Sitesi,kardelen,low_freq_kept_separate_review,1,,True,,
platinium evleri,platinium,low_freq_kept_separate_review,1,,True,,
Panorama 3 Sitesi,panorama_3,low_freq_kept_separate_review,1,,True,,
basiskele yesilyurt site,yesilyurt,low_freq_kept_separate_review,1,,True,,
mona vadi,mona_vadi,low_freq_kept_separate_review,1,,True,,
Panoramakent 2 Sitesi,panoramakent_2,low_freq_kept_separate_review,1,,True,,
Panoramakent 2 Sitesi,panoramakent,near_dict_not_merged_conservative,1,,True,,
cb envoy'dan yesilyurt mah. site,cb_envoy_dan_yesilyurt_mah,low_freq_kept_separate_review,1,,True,,
Duru Park Evleri,duru_park,low_freq_kept_separate_review,1,,True,,
Memur-Sen Sitesi,memur_sen,low_freq_kept_separate_review,1,,True,,
basiskele pasadag mah. full deniz manzarali site,pasadag_mah_full_deniz_manzarali,low_freq_kept_separate_review,1,,True,,
Supark Megaron,supark_megaron,low_freq_kept_separate_review,1,,True,,
Boyuneğmez Yaşam Evleri,boyunegmez_yasam,low_freq_kept_separate_review,1,,True,,
Mahall Yuvacık 2,mahall_yuvacik_2,low_freq_kept_separate_review,2,,True,,
İşkar Elit Kent,iskar_elit_kent,low_freq_kept_separate_review,2,,True,,
dongelde site,dongelde,low_freq_kept_separate_review,1,,True,,
daire havuzlu site,havuzlu,low_freq_kept_separate_review,1,,True,,
Oluklu Life Sitesi,oluklu_life,low_freq_kept_separate_review,1,,True,,
Onur Sitesi,onur,low_freq_kept_separate_review,1,,True,,
Kartepe Konutları 2. Etap,kartepe_konutlari_2,low_freq_kept_separate_review,2,,True,,
Kartepe Konutları 2. Etap,kartepe_konutlari_2,low_freq_kept_separate_review,2,,True,,
Tuana Evleri 1 Sitesi,tuana_evleri_1,low_freq_kept_separate_review,1,,True,,
ena gayrimenkulden kartepe s.royal2 sit,ena_gayrimenkulden_kartepe_s_royal2,low_freq_kept_separate_review,1,,True,,
kartepe dumlupinar ritim naz residence,kartepe_dumlupinar_ritim_naz,low_freq_kept_separate_review,1,,True,,
Garden Kartepe 2 Sitesi,garden_kartepe_2,low_freq_kept_separate_review,1,,True,,
My Life Kartepe,my_life_kartepe,low_freq_kept_separate_review,1,,True,,
kartepe serender park,kartepe_serender_park,low_freq_kept_separate_review,1,,True,,
Ataköy Sitesi,atakoy,low_freq_kept_separate_review,1,,True,,
Modern 2 Sitesi,modern_2,low_freq_kept_separate_review,1,,True,,
1.69 kredi icon residence,1_69_kredi_icon,low_freq_kept_separate_review,1,,True,,
Kamelya Sitesi,kamelya,low_freq_kept_separate_review,1,,True,,
kartepe site,kartepe,low_freq_kept_separate_review,1,,True,,
Marmara 34 Sitesi,marmara_34,low_freq_kept_separate_review,2,,True,,
son firsat kartepe fsm akev sitesi,son_kartepe_fsm_akev,low_freq_kept_separate_review,2,,True,,
acill deallife'dan ataevlerde site,acill_deallife_dan_ataevlerde,low_freq_kept_separate_review,1,,True,,
Ekşioğlu İzmit Kardelen Evleri,eksioglu_kardelen,low_freq_kept_separate_review,1,,True,,
Boutique Kartepe,boutique_kartepe,low_freq_kept_separate_review,1,,True,,
Marmara 34 Sitesi,marmara_34,low_freq_kept_separate_review,2,,True,,
kartepe atakent konutlari,kartepe_atakent,low_freq_kept_separate_review,1,,True,,
kartepe cadde life sitesi,kartepe_cadde_life,low_freq_kept_separate_review,2,,True,,
Gate 41 Maşukiye,gate_41_masukiye,low_freq_kept_separate_review,2,,True,,
Kartepe Konakları,kartepe_konaklari,low_freq_kept_separate_review,2,,True,,
Özdilek Atakent Konutları,ozdilek_atakent,low_freq_kept_separate_review,1,,True,,
MK Elegance Sitesi,mk_elegance,low_freq_kept_separate_review,1,,True,,
Vefakent Saklıbahçe Konutları,vefakent_saklibahce,low_freq_kept_separate_review,1,,True,,
son firsat kartepe fsm akev sitesi,son_kartepe_fsm_akev,low_freq_kept_separate_review,2,,True,,
neff vizyon projesi,neff_vizyon,low_freq_kept_separate_review,1,,True,,
Hürsoy Sitesi Atakent 1,hursoy_sitesi_atakent_1,low_freq_kept_separate_review,1,,True,,
kent meydaninda 1.99 krediyle site,kent_meydaninda_1_99_krediyle,low_freq_kept_separate_review,1,,True,,
Konak Evleri,konak,low_freq_kept_separate_review,1,,True,,
Sarımeşe Konakları Sitesi,sarimese_konaklari,low_freq_kept_separate_review,2,,True,,
kartepe'de manzarali site,kartepe_de_manzarali,low_freq_kept_separate_review,1,,True,,
Adesa Sitesi,adesa,low_freq_kept_separate_review,1,,True,,
Gate 41 Maşukiye,gate_41_masukiye,low_freq_kept_separate_review,2,,True,,
ekomaxdan sinirsiz kredi asansoru site,ekomaxdan_sinirsiz_kredi_asansoru,low_freq_kept_separate_review,1,,True,,
Kartepe Konakları,kartepe_konaklari,low_freq_kept_separate_review,2,,True,,
Gate 41 Sitesi,gate_41,low_freq_kept_separate_review,1,,True,,
K. H. Ekşioğlu İnşaat Limited Şirketi,k_h_eksioglu_insaat_limited_sirketi,low_freq_kept_separate_review,1,,True,,
Ağkoç Evleri 2,agkoc_evleri_2,low_freq_kept_separate_review,1,,True,,
derbent mh site,derbent_mh,low_freq_kept_separate_review,1,,True,,
ekomax'dan e.gazi asansrlu havzlu site,ekomax_dan_e_gazi_asansrlu_havzlu,low_freq_kept_separate_review,1,,True,,
Ritim Kartepe Konutları,ritim_kartepe,low_freq_kept_separate_review,1,,True,,
aras gayrimenkulden fsm'de site,aras_gayrimenkulden_fsm_de,low_freq_kept_separate_review,1,,True,,
dan rezidans,dan,low_freq_kept_separate_review,1,,True,,
Elit Park Sitesi,elit_park,low_freq_kept_separate_review,1,,True,,
100. Yıl Barışer Sitesi,100_yil_bariser,low_freq_kept_separate_review,1,,True,,
golcuk degirmendere metropolitangreyeffect sit,golcuk_degirmendere_metropolitangreyeffect,low_freq_kept_separate_review,1,,True,,
Şirinkent Kalıcı Konutları 19. Ada,sirinkent_kalici_konutlari_19_ada,low_freq_kept_separate_review,1,,True,,
Hasdayı Sitesi,hasdayi,low_freq_kept_separate_review,2,,True,,
tanyildizdan golcuk elit park,tanyildizdan_golcuk_elit_park,low_freq_kept_separate_review,1,,True,,
Övünç Sitesi,ovunc,low_freq_kept_separate_review,1,,True,,
bahce dubleks site,bahce_dubleks,low_freq_kept_separate_review,1,,True,,
Olkar Ataşehir,olkar_atasehir,low_freq_kept_separate_review,2,,True,,
Saraylı Kalıcı Konutları 182. Ada,sarayli_kalici_konutlari_182_ada,low_freq_kept_separate_review,1,,True,,
Deniz Yıldızı Evleri,deniz_yildizi,low_freq_kept_separate_review,1,,True,,
Azat Park Evleri,azat_park,low_freq_kept_separate_review,1,,True,,
Olkar Ataşehir,olkar_atasehir,low_freq_kept_separate_review,2,,True,,
Vadi Değirmendere,vadi_degirmendere,low_freq_kept_separate_review,2,,True,,
tasdan premium city,tasdan_premium_city,low_freq_kept_separate_review,1,,True,,
topcularda havuzlu site,topcularda_havuzlu,low_freq_kept_separate_review,1,,True,,
Ayşe Torunoğulları Sitesi,ayse_torunogullari,low_freq_kept_separate_review,1,,True,,
Şeval Sitesi,seval,low_freq_kept_separate_review,1,,True,,
Balaban City Sitesi,balaban_city,low_freq_kept_separate_review,1,,True,,
Menekşe Park Evleri,menekse_park,low_freq_kept_separate_review,1,,True,,
Gölcük Kavanium 2 Etap,golcuk_kavanium_2,low_freq_kept_separate_review,1,,True,,
hisareynde site,hisareynde,low_freq_kept_separate_review,1,,True,,
Örcün Manzara Evleri,orcun_manzara,low_freq_kept_separate_review,1,,True,,
Nida Torunoğulları Sitesi,nida_torunogullari,low_freq_kept_separate_review,1,,True,,
golcuk degirmendere-orcun site,golcuk_degirmendere_orcun,low_freq_kept_separate_review,1,,True,,
Akkuş Sitesi,akkus,low_freq_kept_separate_review,2,,True,,
Çepni Up Town Evleri 2. Etap,cepni_up_town_evleri_2,low_freq_kept_separate_review,2,,True,,
tarcanlardan izmit bayindirlik konutlari,tarcanlardan_bayindirlik,low_freq_kept_separate_review,1,,True,,
Çepni Up Town Evleri 2. Etap,cepni_up_town_evleri_2,low_freq_kept_separate_review,2,,True,,
Vere House 2 Sitesi,vere_house_2,low_freq_kept_separate_review,1,,True,,
Dora Hill Sitesi,dora_hill,low_freq_kept_separate_review,1,,True,,
Lilyum Park 3,lilyum_park_3,low_freq_kept_separate_review,1,,True,,
Aytes Konutları,aytes,low_freq_kept_separate_review,1,,True,,
Esnaflar Kooperatifi,esnaflar_kooperatifi,low_freq_kept_separate_review,1,,True,,
Yelkent Zirve Sitesi,yelkent_zirve,low_freq_kept_separate_review,2,,True,,
yenikent toki konutlari,yenikent_toki,low_freq_kept_separate_review,2,,True,,
Emniyetçiler Sitesi,emniyetciler,low_freq_kept_separate_review,2,,True,,
Göktaş Sitesi,goktas,low_freq_kept_separate_review,1,,True,,
Çenedağ Sitesi,cenedag,low_freq_kept_separate_review,1,,True,,
Başkent Sitesi,baskent,low_freq_kept_separate_review,1,,True,,
satilik royal'den derince 60 evler sefa sitesi,royal_den_derince_60_evler_sefa,low_freq_kept_separate_review,1,,True,,
emay'dan derince 60 evler sahilde site,emay_dan_derince_60_evler_sahilde,low_freq_kept_separate_review,1,,True,,
derince yavuzsultan da site,derince_yavuzsultan_da,low_freq_kept_separate_review,1,,True,,
Melodi Sitesi,melodi,low_freq_kept_separate_review,1,,True,,
gada panorama park,gada_panorama_park,low_freq_kept_separate_review,1,,True,,
Erdem Sitesi,erdem,low_freq_kept_separate_review,1,,True,,
Petrol İş Sitesi,petrol_is,low_freq_kept_separate_review,1,,True,,
tapusu hazir yenikent toki sitesi,tapusu_hazir_yenikent_toki,low_freq_kept_separate_review,1,,True,,
İnci Evleri Sitesi,inci,low_freq_kept_separate_review,2,,True,,
Murgül Sitesi,murgul,low_freq_kept_separate_review,1,,True,,
6 Nolu Kooperatif,6_nolu_kooperatif,low_freq_kept_separate_review,1,,True,,
Lassa Güler Sitesi,lassa_guler,low_freq_kept_separate_review,1,,True,,
Canan Sitesi,canan,low_freq_kept_separate_review,1,,True,,
Olgun Kent Sitesi,olgun_kent,low_freq_kept_separate_review,1,,True,,
yenikent toki konutlari,yenikent_toki,low_freq_kept_separate_review,2,,True,,
Azka Sitesi,azka,low_freq_kept_separate_review,1,,True,,
Eston Derince Evleri,eston_derince,low_freq_kept_separate_review,1,,True,,
Özge Bilge Sitesi,ozge_bilge,low_freq_kept_separate_review,1,,True,,
Özgürler Sitesi,ozgurler,low_freq_kept_separate_review,1,,True,,
Balkent Sitesi,balkent,low_freq_kept_separate_review,1,,True,,
Anıl Siteleri,anil_siteleri,low_freq_kept_separate_review,1,,True,,
Kalıcı Konutlar,kalici_konutlar,low_freq_kept_separate_review,2,,True,,
Emekli İşçiler Sitesi,emekli_isciler,low_freq_kept_separate_review,1,,True,,
Ömür Siteleri,omur_siteleri,low_freq_kept_separate_review,1,,True,,
Blue Sky Residence,blue_sky,low_freq_kept_separate_review,1,,True,,
derince dumlupinarda site,derince_dumlupinarda,low_freq_kept_separate_review,1,,True,,
Kalıcı Konutlar,kalici_konutlar,low_freq_kept_separate_review,2,,True,,
Genç İşçiler Sitesi,genc_isciler,low_freq_kept_separate_review,1,,True,,
Begonvil Konakları,begonvil_konaklari,low_freq_kept_separate_review,1,,True,,
Yelkent Zirve Sitesi,yelkent_zirve,low_freq_kept_separate_review,2,,True,,
Tepecik Sitesi,tepecik,low_freq_kept_separate_review,1,,True,,
Çınarlı Evleri,cinarli,low_freq_kept_separate_review,1,,True,,
Senem Balcı Evleri,senem_balci,low_freq_kept_separate_review,1,,True,,
İnci Evleri Sitesi,inci,low_freq_kept_separate_review,2,,True,,
Başaran Sitesi,basaran,low_freq_kept_separate_review,1,,True,,
Ata Sitesi,ata,low_freq_kept_separate_review,1,,True,,
Tuğra Konakları,tugra_konaklari,low_freq_kept_separate_review,1,,True,,
Umut Apartmanı Sitesi,umut_apartmani,low_freq_kept_separate_review,1,,True,,
lux teras dublex.deniz ve park,lux_teras_dublex_deniz_ve_park,low_freq_kept_separate_review,1,,True,,
Er - Ay Sitesi,er_ay,low_freq_kept_separate_review,2,,True,,
Hilal Sitesi,hilal,low_freq_kept_separate_review,1,,True,,
Körfez Kalıcı Konutları,korfez_kalici,low_freq_kept_separate_review,1,,True,,
Barış Kent Sitesi,baris_kent,low_freq_kept_separate_review,2,,True,,
Duru Sitesi,duru,low_freq_kept_separate_review,1,,True,,
Huzur Sitesi,huzur,low_freq_kept_separate_review,1,,True,,
Körfez Kalıcı Konutları 5. Ada,korfez_kalici_konutlari_5_ada,low_freq_kept_separate_review,1,,True,,
Yalıkent Sahil Sitesi,yalikent_sahil,low_freq_kept_separate_review,1,,True,,
Nasaş Emek Sitesi,nasas_emek,low_freq_kept_separate_review,1,,True,,
Zafer Sitesi,zafer,low_freq_kept_separate_review,1,,True,,
Barış Kent Sitesi,baris_kent,low_freq_kept_separate_review,2,,True,,
Emlak Konut Körfez Kent Sitesi 4. Etap,emlak_korfez_kent_sitesi_4,low_freq_kept_separate_review,2,,True,,
Özkardelen Sitesi,ozkardelen,low_freq_kept_separate_review,1,,True,,
Körfez Belediyesi İlimtepe Kalıcı Konutları 1544. Ada,korfez_belediyesi_ilimtepe_kalici_konutlari_1544,low_freq_kept_separate_review,1,,True,,
Sümerbanklar Sitesi,sumerbanklar,low_freq_kept_separate_review,1,,True,,
Körfezim Konakları,korfezim_konaklari,low_freq_kept_separate_review,1,,True,,
Emlak Konut Körfez Kent Sitesi 2. Etap,emlak_korfez_kent_sitesi_2,low_freq_kept_separate_review,2,,True,,
Emlak Konut - Körfezkent 1. Etap,emlak_korfezkent_1,low_freq_kept_separate_review,2,,True,,
mefa emlaktan korfez kent,mefa_emlaktan_korfez_kent,low_freq_kept_separate_review,1,,True,,
Kavanium Körfez Sitesi 1203 Ada 16 Parsel,kavanium_korfez_sitesi_1203_ada_16,low_freq_kept_separate_review,1,,True,,
Kavanium Körfez,kavanium_korfez,low_freq_kept_separate_review,2,,True,,
Emlak Konut Körfez Kent Sitesi 1. Etap,emlak_korfez_kent_sitesi_1,low_freq_kept_separate_review,2,,True,,
Emlak Konut Körfez Kent Sitesi 2. Etap,emlak_korfez_kent_sitesi_2,low_freq_kept_separate_review,2,,True,,
mefa emaktan korfez kent,mefa_emaktan_korfez_kent,low_freq_kept_separate_review,1,,True,,
Emlak Konut - Körfezkent 1930 Ada 4. Etap,emlak_korfezkent_1930_ada_4,low_freq_kept_separate_review,1,,True,,
